1018		avg
1001		999.3017593
980		
987		
1018		
1018		
1022		
955		
1049		
976		
975		
992		
1009		
1008		
1035		
1003		
1002		
992		
958		
992		
1016		
1000		
980		
983		
1014		
1003		
997		
1073		
928		
1059		
956		
998		
980		
1006		
1011		
974		
1060		
1009		
992		
978		
960		
1078		
935		
1002		
994		
1010		
987		
1008		
1038		
959		
1041		
960		
962		
1049		
957		
1000		
1018		
1055		
1014		
979		
950		
998		
1050		
955		
1000		
980		
1011		
1005		
994		
1028		
977		
1044		
974		
982		
1053		
950		
986		
1001		
1047		
1010		
991		
949		
1004		
1063		
935		
990		
1019		
991		
989		
998		
971		
1026		
1050		
980		
970		
1007		
1025		
966		
1020		
1010		
986		
1043		
1000		
990		
954		
1050		
940		
999		
987		
988		
1026		
1002		
993		
1053		
946		
993		
1026		
1026		
954		
970		
1007		
1012		
1029		
1010		
988		
959		
1040		
956		
993		
1023		
993		
989		
993		
1006		
997		
1068		
934		
991		
1049		
946		
1017		
983		
1016		
1030		
1008		
992		
944		
1100		
938		
989		
1017		
981		
1020		
992		
994		
997		
1010		
1053		
930		
1056		
949		
999		
999		
1001		
1009		
1041		
1007		
1001		
991		
939		
1020		
1000		
996		
990		
993		
997		
998		
1012		
1037		
968		
1034		
946		
998		
1006		
992		
1027		
980		
1043		
1008		
1012		
940		
1010		
1036		
961		
969		
1018		
988		
998		
1016		
1051		
930		
1062		
936		
999		
999		
985		
1013		
1006		
1039		
993		
1011		
951		
1016		
1054		
926		
1015		
1001		
990		
990		
1005		
987		
1024		
1034		
964		
1007		
1037		
944		
1012		
988		
1052		
987		
995		
953		
1009		
1041		
957		
995		
1021		
977		
1001		
1006		
994		
1008		
1052		
946		
992		
1023		
1025		
945		
1009		
1009		
998		
1035		
999		
1001		
946		
1052		
935		
1022		
990		
1001		
1009		
988		
1000		
1060		
948		
1009		
1011		
1020		
968		
989		
1008		
999		
1057		
997		
973		
967		
1025		
959		
1014		
977		
1000		
1035		
945		
1025		
1029		
992		
949		
999		
1052		
956		
1000		
997		
1007		
1031		
1007		
1010		
942		
1042		
964		
980		
998		
1001		
1019		
996		
992		
996		
1018		
1044		
940		
1037		
958		
1017		
982		
1004		
1003		
1031		
1001		
1006		
1000		
939		
1019		
978		
1001		
1002		
996		
1018		
990		
990		
1050		
949		
1068		
931		
1005		
1013		
980		
1027		
979		
1063		
992		
995		
946		
1000		
1063		
935		
1023		
967		
1001		
996		
1001		
1052		
957		
1041		
949		
999		
1019		
981		
1018		
979		
1049		
1001		
1007		
947		
1013		
1037		
959		
987		
1004		
1009		
992		
998		
995		
1002		
1042		
955		
1004		
1038		
960		
995		
1012		
1032		
1017		
987		
961		
998		
1045		
938		
1022		
976		
1000		
997		
999		
1008		
996		
1055		
937		
1000		
1024		
1027		
968		
976		
1009		
1019		
1034		
992		
1010		
961		
1032		
940		
1019		
998		
986		
1012		
982		
998		
1073		
926		
1022		
977		
1062		
939		
1017		
978		
1015		
1038		
996		
996		
947		
1052		
952		
1014		
978		
1009		
998		
991		
1020		
994		
1036		
968		
984		
1044		
951		
997		
999		
1007		
1063		
976		
1022		
946		
1031		
968		
989		
992		
1039		
957		
999		
1009		
1016		
980		
1065		
944		
1035		
953		
1000		
999		
1005		
1012		
1022		
1020		
979		
1010		
948		
988		
1020		
986		
1010		
989		
1013		
987		
990		
1079		
929		
1041		
1000		
976		
991		
981		
1007		
998		
1090		
982		
999		
966		
990		
1051		
956		
1008		
971		
998		
1001		
1018		
1034		
955		
1051		
935		
1002		
997		
982		
1012		
1003		
1059		
996		
998		
973		
983		
1043		
956		
1015		
981		
1001		
990		
1000		
1026		
998		
1027		
967		
1006		
1033		
957		
1002		
950		
1089		
990		
999		
957		
1000		
1052		
960		
977		
999		
1017		
995		
981		
1005		
991		
1058		
937		
1010		
1013		
1034		
949		
989		
1008		
1000		
1063		
986		
1004		
919		
1069		
949		
998		
1021		
986		
992		
1009		
1008		
1039		
967		
979		
1001		
1049		
955		
1011		
973		
1006		
1069		
987		
994		
945		
1077		
933		
990		
997		
1011		
1004		
999		
988		
1020		
1026		
958		
996		
1053		
938		
1010		
993		
998		
1050		
1003		
1004		
939		
1071		
927		
998		
1006		
996		
996		
995		
1003		
1017		
988		
1048		
939		
1057		
974		
978		
1023		
962		
1024		
1035		
1000		
1007		
1010		
924		
1019		
996		
997		
1018		
988		
995		
1002		
999		
1052		
954		
1054		
925		
999		
1001		
999		
1028		
1002		
1023		
997		
1007		
947		
996		
1046		
947		
1007		
977		
1035		
997		
1000		
1035		
944		
1069		
939		
989		
1023		
976		
1004		
1016		
1049		
980		
1013		
954		
982		
1069		
946		
1006		
996		
975		
1011		
996		
1000		
1007		
1049		
951		
991		
1043		
955		
996		
1003		
1040		
999		
1017		
952		
996		
1064		
916		
1002		
1015		
1000		
964		
1036		
983		
995		
1050		
957		
980		
1042		
1024		
957		
985		
1030		
988		
1043		
1009		
985		
953		
1050		
938		
1012		
991		
998		
1013		
999		
1000		
1043		
956		
982		
1017		
1030		
969		
992		
987		
1018		
1053		
980		
1006		
956		
1036		
948		
1001		
1017		
1000		
1010		
971		
1024		
987		
1056		
939		
1001		
1038		
971		
973		
1001		
998		
1061		
993		
993		
945		
1064		
957		
991		
987		
998		
1020		
999		
1000		
999		
996		
1036		
950		
1055		
972		
990		
988		
1009		
989		
1054		
1009		
990		
990		
953		
989		
1004		
1018		
1003		
992		
1000		
980		
1019		
1030		
964		
1038		
933		
1024		
991		
998		
997		
1008		
1046		
1006		
992		
953		
1012		
1048		
947		
1011		
972		
997		
1021		
989		
1060		
930		
1051		
955		
1013		
997		
981		
1017		
981		
1052		
1008		
990		
949		
996		
1064		
935		
1021		
996		
993		
994		
1005		
1003		
1006		
1018		
963		
990		
1044		
981		
991		
991		
1068		
980		
986		
981		
984		
1058		
937		
1005		
994		
1018		
991		
972		
1038		
982		
1064		
945		
1002		
982		
1044		
959		
992		
1003		
1010		
1017		
1016		
1006		
965		
1037		
949		
986		
1009		
990		
1003		
1005		
1003		
1040		
947		
996		
1001		
1071		
942		
996		
992		
1008		
1010		
1048		
995		
934		
1052		
956		
1001		
999		
1001		
1003		
993		
1006		
990		
1038		
949		
1026		
1028		
947		
1022		
974		
1017		
973		
1053		
1012		
953		
1042		
954		
1012		
975		
998		
992		
999		
1023		
998		
999		
1045		
956		
1050		
969		
987		
1007		
980		
999		
1062		
994		
921		
1064		
955		
990		
1000		
1011		
996		
1002		
998		
993		
996		
1058		
951		
1041		
946		
1002		
1006		
996		
998		
1017		
1025		
1009		
999		
958		
989		
991		
1008		
997		
992		
1010		
991		
1007		
1042		
947		
1053		
954		
1011		
979		
980		
1020		
1023		
1012		
1025		
961		
974		
973		
998		
1023		
984		
993		
1006		
992		
1017		
1007		
982		
1063		
935		
1008		
1055		
938		
1008		
981		
1061		
989		
1004		
959		
999		
981		
1008		
993		
1006		
1002		
1007		
978		
999		
1021		
1038		
953		
1005		
1005		
1028		
968		
988		
1020		
974		
1046		
999		
1019		
955		
986		
1007		
987		
991		
999		
1000		
1010		
1000		
1061		
945		
988		
1012		
1040		
936		
999		
1019		
978		
1054		
1012		
986		
947		
1003		
998		
1008		
1010		
987		
1018		
972		
1007		
1007		
1057		
946		
1003		
1031		
947		
1002		
1006		
1010		
1032		
1017		
978		
957		
1003		
1005		
981		
1001		
1010		
1003		
991		
1007		
986		
1002		
1051		
936		
1074		
951		
983		
999		
1041		
964		
1002		
1054		
999		
981		
950		
1005		
997		
993		
1021		
979		
1012		
1004		
992		
1058		
927		
1072		
927		
997		
1024		
976		
1008		
1006		
1056		
996		
1001		
936		
1019		
980		
1005		
1013		
980		
991		
1007		
1000		
1044		
948		
1063		
936		
1015		
1000		
980		
1009		
1001		
1041		
1014		
984		
966		
982		
1005		
1002		
1001		
987		
1000		
1007		
990		
1012		
1010		
1024		
963		
989		
1052		
938		
1000		
1046		
1003		
998		
1012		
937		
998		
1003		
996		
1045		
1004		
989		
960		
997		
1018		
982		
1073		
944		
981		
1006		
1081		
919		
1030		
1015		
960		
1032		
1037		
991		
975		
952		
990		
1019		
978		
1020		
990		
1017		
983		
1039		
949		
1027		
1003		
1057		
999		
950		
1008		
951		
1063		
1016		
999		
966		
999		
953		
1049		
978		
974		
1021		
1003		
1008		
1017		
997		
984		
1010		
1030		
967		
960		
1018		
1000		
1031		
992		
999		
970		
994		
1001		
987		
1031		
980		
1031		
948		
1036		
1017		
969		
1057		
936		
1040		
946		
1000		
1002		
1000		
1034		
963		
1053		
988		
1009		
937		
1010		
1001		
990		
994		
1000		
1020		
987		
993		
1052		
948		
1048		
950		
1025		
979		
1019		
995		
991		
1052		
996		
1012		
939		
1014		
977		
1004		
1019		
975		
1017		
980		
1000		
1050		
970		
1031		
947		
1007		
991		
1008		
1001		
985		
1090		
979		
1001		
928		
1010		
997		
1010		
996		
1003		
976		
1009		
989		
1015		
1011		
1034		
963		
1034		
943		
1047		
947		
1020		
1030		
1008		
1009		
948		
999		
981		
1019		
1001		
987		
994		
996		
1002		
997		
1023		
1030		
956		
999		
996		
1054		
949		
988		
1007		
998		
1051		
1005		
993		
963		
975		
1000		
998		
1009		
998		
990		
1003		
1016		
1033		
954		
1012		
999		
1052		
930		
1017		
999		
1002		
1040		
1006		
978		
948		
1016		
990		
988		
1021		
979		
1025		
968		
1015		
1008		
1037		
938		
1004		
1056		
944		
994		
998		
1019		
1030		
1009		
995		
942		
1008		
1009		
981		
1008		
1012		
955		
1020		
998		
997		
989		
1054		
939		
1071		
954		
981		
999		
1015		
986		
1000		
1045		
997		
998		
970		
978		
1009		
1006		
978		
1011		
1002		
986		
1003		
1049		
1020		
982		
957		
1007		
999		
991		
1016		
999		
1034		
998		
990		
973		
998		
984		
1006		
990		
993		
1000		
1006		
1011		
1041		
947		
1052		
946		
1010		
980		
1011		
1005		
983		
1051		
1017		
999		
950		
979		
1010		
987		
1007		
993		
1021		
985		
1000		
1016		
999		
1027		
972		
1025		
968		
999		
990		
1009		
1039		
1002		
990		
949		
1009		
988		
1023		
975		
1000		
1000		
1007		
991		
1011		
1005		
1051		
948		
1032		
973		
986		
1006		
992		
1006		
991		
1063		
998		
1000		
954		
993		
989		
992		
1009		
990		
997		
999		
999		
1049		
961		
1058		
949		
979		
1002		
997		
1016		
982		
1059		
991		
1017		
946		
992		
988		
1002		
999		
1010		
1012		
980		
1020		
1036		
954		
1043		
990		
953		
994		
1001		
1008		
1010		
1030		
1006		
1012		
930		
999		
1048		
988		
1010		
985		
1009		
990		
1002		
1014		
1011		
1025		
1015		
938		
995		
1003		
1009		
981		
1016		
990		
1046		
1017		
992		
938		
1010		
1005		
998		
988		
1007		
982		
999		
999		
1053		
999		
969		
981		
1016		
998		
978		
1008		
1089		
691		
1017		
999		
983		
995		
1021		
974		
999		
998		
1003		
995		
1007		
1006		
991		
991		
1000		
1001		
1245		
979		
1018		
1030		
949		
1061		
993		
944		
1000		
1050		
967		
996		
1008		
983		
999		
1010		
989		
997		
1050		
949		
1044		
977		
974		
996		
1064		
944		
1050		
1000		
938		
1010		
1065		
942		
992		
1009		
991		
988		
1062		
940		
995		
1053		
965		
1041		
969		
967		
1002		
1058		
957		
1008		
1036		
998		
940		
1006		
1080		
960		
970		
987		
1028		
1009		
982		
978		
1056		
972		
1048		
949		
1012		
997		
1035		
945		
1017		
1014		
1018		
919		
1035		
1043		
976		
950		
1018		
981		
1039		
970		
1048		
1029		
917		
1073		
958		
961		
1013		
1074		
949		
970		
1093		
987		
939		
999		
1049		
941		
1015		
997		
971		
991		
1012		
1024		
1005		
991		
1037		
1008		
929		
1044		
1000		
989		
1035		
973		
981		
1053		
995		
1015		
938		
990		
986		
1014		
1002		
1004		
990		
997		
1002		
1057		
999		
964		
977		
994		
1001		
1067		
944		
996		
1009		
1032		
1009		
963		
985		
1039		
948		
1007		
1044		
942		
1014		
997		
1042		
1010		
936		
1020		
1005		
972		
1071		
939		
997		
991		
1054		
1004		
938		
1000		
1050		
949		
1016		
985		
996		
1002		
997		
1014		
1014		
1022		
963		
1010		
987		
1047		
944		
965		
996		
1079		
970		
996		
956		
1072		
943		
980		
1037		
975		
1003		
1029		
1001		
960		
1052		
970		
1033		
962		
1045		
922		
999		
1053		
991		
1033		
975		
945		
1052		
1024		
972		
977		
1001		
1006		
1009		
1002		
975		
1054		
949		
1057		
928		
1062		
960		
1008		
981		
999		
1050		
1018		
951		
986		
1061		
929		
1000		
1000		
1003		
1003		
994		
1015		
1053		
941		
1041		
965		
1037		
950		
1011		
999		
996		
1047		
1015		
949		
979		
1049		
961		
994		
1043		
958		
963		
1037		
965		
1028		
1021		
1044		
988		
989		
1056		
998		
948		
991		
1016		
1006		
994		
1052		
934		
1003		
986		
1007		
1003		
998		
990		
1002		
1006		
1060		
997		
937		
1000		
1041		
1002		
965		
978		
1019		
978		
1002		
1005		
1058		
951		
983		
1020		
981		
999		
1018		
978		
1018		
1032		
1011		
947		
999		
1006		
1036		
1016		
940		
1000		
1000		
988		
1009		
987		
1019		
1000		
985		
1004		
990		
1001		
1019		
978		
1028		
986		
1044		
1013		
931		
1050		
957		
1038		
948		
1018		
1008		
1032		
960		
977		
999		
1000		
1000		
1001		
1001		
1006		
998		
1000		
998		
1058		
997		
992		
1018		
926		
1074		
933		
1056		
945		
1001		
1007		
984		
1006		
1010		
989		
986		
1017		
987		
1008		
1003		
1006		
1051		
979		
962		
1032		
969		
975		
1011		
1044		
944		
1020		
1033		
946		
1008		
1000		
991		
1000		
1019		
984		
996		
998		
1021		
1004		
986		
1047		
1000		
945		
1052		
939		
1054		
943		
1009		
1000		
1044		
965		
1002		
997		
979		
1019		
979		
1021		
980		
1018		
979		
998		
1052		
1008		
960		
1050		
926		
1052		
955		
1000		
1003		
994		
998		
994		
1004		
