x,Ser Millis,PPS Millis,,,
23017,23059453,23058954,,,
23018,23060388,23059954,,,
23019,23061434,23060955,,,
23020,23062432,23061955,,,
23021,23063383,23062956,,,
23022,23064456,23063956,,,
23023,23065406,23064956,,,
23024,23066459,23065957,,,
23025,23067397,23066957,,,
23026,23068404,23067958,,,
23027,23069416,23068958,,,
23028,23070397,23069959,,,
23029,23071399,23070959,,,
23030,23072387,23071960,,,
23031,23073460,23072960,,,
23032,23074392,23073960,,,
23033,23075388,23074962,,,
23034,23076453,23075962,,,
23035,23077408,23076963,,,
23036,23078461,23077963,,,
23037,23079451,23078964,,,
23038,23080461,23079964,,,
23039,23081435,23080965,,,
23040,23082413,23081965,,,
23041,23083411,23082966,,,
23042,23084462,23083966,,,
23043,23085385,23084966,,,
23044,23086440,23085967,,,
23045,23087419,23086967,,,
23046,23088460,23087968,,,
23047,23089408,23088968,,,
23048,23090405,23089969,,,
23049,23091398,23090969,,,
23050,23092409,23091970,,,
23051,23093387,23092971,,,
23052,23094452,23093971,,,
23053,23095404,23094972,,,
23054,23096359,23095972,,,
23055,23097408,23096973,,,
23056,23098334,23097973,,,
23057,23099386,23098974,,,
23058,23100353,23099974,,,
23059,23101407,23100975,,,
23060,23102412,23101975,,,
23061,23103370,23102976,,,
23062,23104339,23103976,,,
23063,23105394,23104976,,,
23064,23106351,23105977,,,
23065,23107424,23106977,,,
23066,23108414,23107978,,,
23067,23109428,23108978,,,
23068,23110471,23109979,,,
23069,23111429,23110980,,,
23070,23112417,23111981,,,
23071,23113364,23112981,,,
23072,23114356,23113981,,,
23073,23115364,23114982,,,
23074,23116396,23115982,,,
23075,23117368,23116983,,,
23076,23118369,23117983,,,
23077,23119378,23118984,,,
23078,23120420,23119984,,,
23079,23121348,23120985,,,
23080,23122407,23121985,,,
23081,23123400,23122985,,,
23082,23124359,23123986,,,
23083,23125417,23124986,,,
23084,23126429,23125987,,,
23085,23127376,23126987,,,
23086,23128430,23127988,,,
23087,23129417,23128989,,,
23088,23130386,23129990,,,
23089,23131376,23130990,,,
23090,23132428,23131991,,,
23091,23133380,23132991,,,
23092,23134376,23133991,,,
23093,23135388,23134992,,,
23094,23136367,23135992,,,
23095,23137464,23136993,,,
23096,23138421,23137993,,,
23097,23139425,23138994,,,
23098,23140423,23139994,,,
23099,23141477,23140995,,,
23100,23142406,23141995,,,
23101,23143480,23142995,,,
23102,23144481,23143996,,,
23103,23145441,23144996,,,
23104,23146419,23145997,,,
23105,23147470,23146998,,,
23106,23148429,23147999,,,
23107,23149493,23148999,,,
23108,23150485,23150000,,,
23109,23151430,23151000,,,
23110,23152432,23152001,,,
23111,23153484,23153001,,,
23112,23154416,23154001,,,
23113,23155444,23155002,,,
23114,23156413,23156002,,,
23115,23157437,23157003,,,
23116,23158439,23158003,,,
23117,23159467,23159004,,,
23118,23160427,23160004,,,
23119,23161440,23161005,,,
23120,23162491,23162005,,,
23121,23163425,23163005,,,
23122,23164485,23164007,,,
23123,23165471,23165007,,,
23124,23166418,23166008,,,
23125,23167441,23167008,,,
23126,23168494,23168009,,,
23127,23169439,23169009,,,
23128,23170490,23170010,,,
23129,23171474,23171010,,,
23130,23172439,23172011,,,
23131,23173441,23173011,,,
23132,23174455,23174011,,,
23133,23175477,23175012,,,
23134,23176443,23176012,,,
23135,23177443,23177013,,,
23136,23178427,23178013,,,
23137,23179467,23179014,,,
23138,23180494,23180014,,,
23139,23181424,23181015,,,
23140,23182498,23182016,,,
23141,23183430,23183016,,,
23142,23184431,23184017,,,
23143,23185515,23185017,,,
23144,23186480,23186018,,,
23145,23187475,23187018,,,
23146,23188433,23188019,,,
23147,23189442,23189019,,,
23148,23190445,23190020,,,
23149,23191462,23191020,,,
23150,23192441,23192020,,,
23151,23193403,23193021,,,
23152,23194404,23194021,,,
23153,23195396,23195022,,,
23154,23196467,23196022,,,
23155,23197416,23197023,,,
23156,23198413,23198023,,,
23157,23199395,23199024,,,
23158,23200464,23200025,,,
23159,23201405,23201026,,,
23160,23202407,23202026,,,
23161,23203458,23203026,,,
23162,23204417,23204027,,,
23163,23205398,23205027,,,
23164,23206418,23206028,,,
23165,23207450,23207028,,,
23166,23208461,23208029,,,
23167,23209418,23209029,,,
23168,23210421,23210030,,,
23169,23211474,23211030,,,
23170,23212431,23212030,,,
23171,23213457,23213031,,,
23172,23214474,23214031,,,
23173,23215437,23215032,,,
23174,23216479,23216032,,,
23175,23217479,23217033,,,
23176,23218477,23218034,,,
23177,23219415,23219035,,,
23178,23220474,23220035,,,
23179,23221415,23221036,,,
23180,23222422,23222036,,,
23181,23223428,23223036,,,
23182,23224477,23224037,,,
23183,23225416,23225037,,,
23184,23226408,23226038,,,
23185,23227480,23227038,,,
23186,23228465,23228039,,,
23187,23229484,23229039,,,
23188,23230441,23230040,,,
23189,23231468,23231040,,,
23190,23232487,23232040,,,
23191,23233432,23233041,,,
23192,23234485,23234041,,,
23193,23235484,23235042,,,
23194,23236423,23236043,,,
23195,23237430,23237044,,,
23196,23238467,23238044,,,
23197,23239428,23239045,,,
23198,23240420,23240045,,,
23199,23241426,23241046,,,
23200,23242424,23242046,,,
23201,23243433,23243046,,,
23202,23244422,23244047,,,
23203,23245490,23245047,,,
23204,23246417,23246048,,,
23205,23247470,23247048,,,
23206,23248418,23248049,,,
23207,23249470,23249049,,,
23208,23250470,23250050,,,
23209,23251447,23251050,,,
23210,23252427,23252050,,,
23211,23253482,23253052,,,
23212,23254437,23254052,,,
23213,23255492,23255053,,,
23214,23256436,23256053,,,
23215,23257405,23257054,,,
23216,23258405,23258054,,,
23217,23259440,23259055,,,
23218,23260405,23260055,,,
23219,23261415,23261056,,,
23220,23262396,23262056,,,
23221,23263408,23263056,,,
23222,23264414,23264057,,,
23223,23265399,23265057,,,
23224,23266399,23266058,,,
23225,23267441,23267058,,,
23226,23268443,23268059,,,
23227,23269402,23269059,,,
23228,23270452,23270060,,,
23229,23271458,23271061,,,
23230,23272396,23272061,,,
23231,23273405,23273062,,,
23232,23274445,23274062,,,
23233,23275405,23275063,,,
23234,23276441,23276063,,,
23235,23277462,23277064,,,
23236,23278399,23278064,,,
23237,23279447,23279065,,,
23238,23280412,23280065,,,
23239,23281510,23281065,,,
23240,23282454,23282066,,,
23241,23283435,23283066,,,
23242,23284455,23284067,,,
23243,23285466,23285067,,,
23244,23286441,23286068,,,
23245,23287459,23287068,,,
23246,23288513,23288069,,,
23247,23289512,23289070,,,
23248,23290441,23290071,,,
23249,23291512,23291071,,,
23250,23292486,23292071,,,
23251,23293511,23293072,,,
23252,23294448,23294072,,,
23253,23295458,23295073,,,
23254,23296509,23296073,,,
23255,23297491,23297074,,,
23256,23298492,23298074,,,
23257,23299457,23299075,,,
23258,23300442,23300075,,,
23259,23301459,23301075,,,
23260,23302493,23302076,,,
23261,23303443,23303076,,,
23262,23304460,23304077,,,
23263,23305465,23305077,,,
23264,23306513,23306078,,,
23265,23307473,23307079,,,
23266,23308453,23308080,,,
23267,23309464,23309080,,,
23268,23310499,23310081,,,
23269,23311471,23311081,,,
23270,23312465,23312081,,,
23271,23313500,23313082,,,
23272,23314499,23314082,,,
23273,23315457,23315083,,,
23274,23316468,23316083,,,
23275,23317526,23317084,,,
23276,23318462,23318084,,,
23277,23319526,23319085,,,
23278,23320509,23320085,,,
23279,23321665,23321085,,,
23280,23322474,23322086,,,
23281,23323530,23323086,,,
23282,23324616,23324087,,,
23283,23325576,23325088,,,
23284,23326468,23326089,,,
23285,23327495,23327089,,,
23286,23328708,23328090,,,
23287,23329710,23329090,,,
23288,23330613,23330091,,,
23289,23331613,23331091,,,
23290,23332663,23332091,,,
23291,23333716,23333092,,,
23292,23334677,23334092,,,
23293,23335583,23335093,,,
23294,23336637,23336093,,,
23295,23337668,23337094,,,
23296,23338610,23338094,,,
23297,23339606,23339095,,,
23298,23340771,23340095,,,
23299,23341764,23341095,,,
23300,23342616,23342097,,,
23301,23343590,23343097,,,
23302,23344735,23344098,,,
23303,23345666,23345098,,,
23304,23346684,23346099,,,
23305,23347696,23347099,,,
23306,23348665,23348100,,,
23307,23349580,23349100,,,
23308,23350467,23350100,,,
23309,23351605,23351101,,,
23310,23352689,23352101,,,
23311,23353650,23353102,,,
23312,23354742,23354102,,,
23313,23355522,23355103,,,
23314,23356762,23356103,,,
23315,23357584,23357104,,,
23316,23358592,23358104,,,
23317,23359637,23359105,,,
23318,23360591,23360106,,,
23319,23361592,23361106,,,
23320,23362646,23362107,,,
23321,23363584,23363107,,,
23322,23364582,23364108,,,
23323,23365634,23365108,,,
23324,23366591,23366109,,,
23325,23367592,23367109,,,
23326,23368578,23368110,,,
23327,23369659,23369110,,,
23328,23370583,23370110,,,
23329,23371644,23371111,,,
23330,23372615,23372111,,,
23331,23373593,23373112,,,
23332,23374633,23374112,,,
23333,23375616,23375113,,,
23334,23376695,23376113,,,
23335,23377724,23377114,,,
23336,23378659,23378115,,,
23337,23379666,23379116,,,
23338,23380691,23380116,,,
23339,23381649,23381116,,,
23340,23382664,23382117,,,
23341,23383666,23383117,,,
23342,23384610,23384118,,,
23343,23385658,23385118,,,
23344,23386601,23386119,,,
23345,23387642,23387119,,,
23346,23388603,23388120,,,
23347,23389625,23389120,,,
23348,23390594,23390120,,,
23349,23391564,23391121,,,
23350,23392598,23392121,,,
23351,23393598,23393122,,,
23352,23394650,23394122,,,
23353,23395630,23395123,,,
23354,23396667,23396124,,,
23355,23397652,23397125,,,
23356,23398670,23398125,,,
23357,23399651,23399126,,,
23358,23400628,23400126,,,
23359,23401618,23401126,,,
23360,23402672,23402127,,,
23361,23403652,23403127,,,
23362,23404651,23404128,,,
23363,23405609,23405128,,,
23364,23406603,23406129,,,
23365,23407635,23407129,,,
23366,23408661,23408130,,,
23367,23409622,23409130,,,
23368,23410599,23410130,,,
23369,23411617,23411131,,,
23370,23412652,23412131,,,
23371,23413624,23413132,,,
23372,23414615,23414133,,,
23373,23415604,23415134,,,
23374,23416630,23416134,,,
23375,23417663,23417135,,,
23376,23418621,23418135,,,
23377,23419687,23419136,,,
23378,23420656,23420136,,,
23379,23421622,23421136,,,
23380,23422623,23422137,,,
23381,23423659,23423137,,,
23382,23424624,23424138,,,
23383,23425693,23425138,,,
23384,23426663,23426139,,,
23385,23427637,23427139,,,
23386,23428627,23428140,,,
23387,23429660,23429140,,,
23388,23430611,23430140,,,
23389,23431640,23431142,,,
23390,23432621,23432142,,,
23391,23433615,23433143,,,
23392,23434614,23434143,,,
23393,23435627,23435144,,,
23394,23436619,23436144,,,
23395,23437632,23437145,,,
23396,23438617,23438145,,,
23397,23439664,23439145,,,
23398,23440668,23440146,,,
23399,23441661,23441146,,,
23400,23442637,23442147,,,
23401,23443668,23443147,,,
23402,23444659,23444148,,,
23403,23445607,23445148,,,
23404,23446625,23446149,,,
23405,23447624,23447149,,,
23406,23448619,23448150,,,
23407,23449639,23449151,,,
23408,23450681,23450151,,,
23409,23451611,23451152,,,
23410,23452618,23452152,,,
23411,23453632,23453153,,,
23412,23454619,23454153,,,
23413,23455648,23455154,,,
23414,23456616,23456154,,,
23415,23457591,23457155,,,
23416,23458621,23458155,,,
23417,23459675,23459155,,,
23418,23460641,23460156,,,
23419,23461649,23461156,,,
23420,23462674,23462157,,,
23421,23463651,23463157,,,
23422,23464693,23464158,,,
23423,23465643,23465158,,,
23424,23466648,23466159,,,
23425,23467703,23467160,,,
23426,23468656,23468161,,,
23427,23469613,23469161,,,
23428,23470649,23470161,,,
23429,23471683,23471162,,,
23430,23472605,23472162,,,
23431,23473619,23473163,,,
23432,23474607,23474163,,,
23433,23475584,23475164,,,
23434,23476584,23476164,,,
23435,23477597,23477165,,,
23436,23478607,23478165,,,
23437,23479609,23479165,,,
23438,23480664,23480166,,,
23439,23481610,23481166,,,
23440,23482652,23482167,,,
23441,23483642,23483167,,,
23442,23484582,23484168,,,
23443,23485671,23485169,,,
23444,23486617,23486170,,,
23445,23487672,23487170,,,
23446,23488632,23488171,,,
23447,23489668,23489171,,,
23448,23490613,23490171,,,
23449,23491601,23491172,,,
23450,23492613,23492172,,,
23451,23493654,23493173,,,
23452,23494627,23494173,,,
23453,23495601,23495174,,,
23454,23496601,23496174,,,
23455,23497633,23497175,,,
23456,23498613,23498175,,,
23457,23499624,23499175,,,
23458,23500660,23500176,,,
23459,23501626,23501176,,,
23460,23502637,23502177,,,
23461,23503674,23503178,,,
23462,23504667,23504179,,,
23463,23505661,23505179,,,
23464,23506663,23506180,,,
23465,23507630,23507180,,,
23466,23508624,23508180,,,
23467,23509673,23509181,,,
23468,23510681,23510181,,,
23469,23511661,23511182,,,
23470,23512641,23512182,,,
23471,23513621,23513183,,,
23472,23514662,23514183,,,
23473,23515632,23515184,,,
23474,23516628,23516184,,,
23475,23517611,23517185,,,
23476,23518663,23518185,,,
23477,23519621,23519185,,,
23478,23520637,23520186,,,
23479,23521618,23521187,,,
23480,23522612,23522188,,,
23481,23523601,23523188,,,
23482,23524632,23524189,,,
23483,23525663,23525189,,,
23484,23526651,23526190,,,
23485,23527674,23527190,,,
23486,23528594,23528190,,,
23487,23529581,23529191,,,
23488,23530591,23530191,,,
23489,23531604,23531192,,,
23490,23532566,23532192,,,
23491,23533589,23533193,,,
23492,23534533,23534193,,,
23493,23535577,23535194,,,
23494,23536578,23536194,,,
23495,23537554,23537195,,,
23496,23538536,23538196,,,
23497,23539521,23539196,,,
23498,23540547,23540197,,,
23499,23541537,23541197,,,
23500,23542542,23542198,,,
23501,23543552,23543198,,,
23502,23544550,23544199,,,
23503,23545544,23545199,,,
23504,23546572,23546200,,,
23505,23547574,23547200,,,
23506,23548593,23548200,,,
23507,23549578,23549201,,,
23508,23550532,23550201,,,
23509,23551536,23551202,,,
23510,23552599,23552202,,,
23511,23553579,23553203,,,
23512,23554596,23554203,,,
23513,23555535,23555204,,,
23514,23556556,23556205,,,
23515,23557601,23557206,,,
23516,23558547,23558206,,,
23517,23559541,23559206,,,
23518,23560540,23560207,,,
23519,23561540,23561207,,,
23520,23562534,23562208,,,
23521,23563552,23563208,,,
23522,23564541,23564209,,,
23523,23565588,23565209,,,
23524,23566538,23566210,,,
23525,23567649,23567210,,,
23526,23568629,23568210,,,
23527,23569595,23569211,,,
23528,23570638,23570211,,,
23529,23571587,23571212,,,
23530,23572582,23572212,,,
23531,23573637,23573213,,,
23532,23574643,23574214,,,
23533,23575657,23575215,,,
23534,23576591,23576215,,,
23535,23577618,23577216,,,
23536,23578638,23578216,,,
23537,23579602,23579216,,,
23538,23580592,23580217,,,
23539,23581603,23581217,,,
23540,23582615,23582218,,,
23541,23583596,23583218,,,
23542,23584596,23584219,,,
23543,23585598,23585219,,,
23544,23586643,23586220,,,
23545,23587606,23587220,,,
23546,23588656,23588220,,,
23547,23589639,23589221,,,
23548,23590606,23590221,,,
23549,23591675,23591222,,,
23550,23592604,23592223,,,
23551,23593603,23593224,,,
23552,23594653,23594224,,,
23553,23595687,23595225,,,
23554,23596704,23596225,,,
23555,23597643,23597225,,,
23556,23598648,23598226,,,
23557,23599656,23599226,,,
23558,23600708,23600227,,,
23559,23601638,23601227,,,
23560,23602657,23602228,,,
23561,23603666,23603228,,,
23562,23604675,23604229,,,
23563,23605654,23605229,,,
23564,23606694,23606230,,,
23565,23607641,23607230,,,
23566,23608648,23608230,,,
23567,23609725,23609231,,,
23568,23610734,23610232,,,
23569,23611699,23611233,,,
23570,23612706,23612233,,,
23571,23613649,23613234,,,
23572,23614662,23614234,,,
23573,23615716,23615235,,,
23574,23616702,23616235,,,
23575,23617720,23617235,,,
23576,23618656,23618236,,,
23577,23619656,23619236,,,
23578,23620665,23620237,,,
23579,23621716,23621237,,,
23580,23622646,23622238,,,
23581,23623681,23623238,,,
23582,23624702,23624239,,,
23583,23625703,23625239,,,
23584,23626661,23626240,,,
23585,23627684,23627241,,,
23586,23628612,23628241,,,
23587,23629703,23629242,,,
23588,23630672,23630242,,,
23589,23631723,23631243,,,
23590,23632730,23632243,,,
23591,23633728,23633244,,,
23592,23634650,23634244,,,
23593,23635681,23635245,,,
23594,23636659,23636245,,,
23595,23637702,23637245,,,
23596,23638704,23638246,,,
23597,23639715,23639246,,,
23598,23640695,23640247,,,
23599,23641683,23641247,,,
23600,23642746,23642248,,,
23601,23643686,23643248,,,
23602,23644729,23644249,,,
23603,23645701,23645250,,,
23604,23646692,23646251,,,
23605,23647691,23647251,,,
23606,23648689,23648251,,,
23607,23649689,23649252,,,
23608,23650698,23650252,,,
23609,23651619,23651253,,,
23610,23652689,23652253,,,
23611,23653683,23653254,,,
23612,23654674,23654254,,,
23613,23655676,23655255,,,
23614,23656634,23656255,,,
23615,23657622,23657255,,,
23616,23658696,23658256,,,
23617,23659686,23659256,,,
23618,23660720,23660257,,,
23619,23661674,23661257,,,
23620,23662684,23662258,,,
23621,23663667,23663259,,,
23622,23664669,23664260,,,
23623,23665686,23665260,,,
23624,23666801,23666260,,,
23625,23667690,23667261,,,
23626,23668692,23668261,,,
23627,23669673,23669262,,,
23628,23670674,23670262,,,
23629,23671735,23671263,,,
23630,23672687,23672263,,,
23631,23673736,23673264,,,
23632,23674728,23674264,,,
23633,23675686,23675265,,,
23634,23676731,23676265,,,
23635,23677710,23677265,,,
23636,23678699,23678266,,,
23637,23679733,23679266,,,
23638,23680753,23680267,,,
23639,23681754,23681268,,,
23640,23682700,23682269,,,
23641,23683712,23683269,,,
23642,23684683,23684270,,,
23643,23685710,23685270,,,
23644,23686705,23686270,,,
23645,23687695,23687271,,,
23646,23688748,23688271,,,
23647,23689704,23689272,,,
23648,23690695,23690272,,,
23649,23691682,23691273,,,
23650,23692735,23692273,,,
23651,23693702,23693274,,,
23652,23694735,23694274,,,
23653,23695703,23695275,,,
23654,23696779,23696275,,,
23655,23697708,23697275,,,
23656,23698714,23698276,,,
23657,23699657,23699277,,,
23658,23700766,23700278,,,
23659,23701779,23701278,,,
23660,23702696,23702279,,,
23661,23703665,23703279,,,
23662,23704718,23704280,,,
23663,23705720,23705280,,,
23664,23706650,23706280,,,
23665,23707673,23707281,,,
23666,23708728,23708281,,,
23667,23709769,23709282,,,
23668,23710740,23710282,,,
23669,23711719,23711283,,,
23670,23712764,23712283,,,
23671,23713721,23713284,,,
23672,23714727,23714284,,,
23673,23715777,23715284,,,
23674,23716766,23716286,,,
23675,23717722,23717286,,,
23676,23718773,23718287,,,
23677,23719742,23719287,,,
23678,23720769,23720288,,,
23679,23721726,23721288,,,
23680,23722782,23722289,,,
23681,23723793,23723289,,,
23682,23724771,23724290,,,
23683,23725728,23725290,,,
23684,23726733,23726290,,,
23685,23727715,23727291,,,
23686,23728716,23728291,,,
23687,23729720,23729292,,,
23688,23730793,23730292,,,
23689,23731795,23731293,,,
23690,23732732,23732293,,,
23691,23733750,23733294,,,
23692,23734733,23734295,,,
23693,23735742,23735296,,,
23694,23736723,23736296,,,
23695,23737795,23737296,,,
23696,23738743,23738297,,,
23697,23739784,23739297,,,
23698,23740665,23740298,,,
23699,23741794,23741298,,,
23700,23742751,23742299,,,
23701,23743745,23743299,,,
23702,23744780,23744300,,,
23703,23745779,23745300,,,
23704,23746722,23746300,,,
23705,23747680,23747301,,,
23706,23748724,23748301,,,
23707,23749692,23749302,,,
23708,23750674,23750302,,,
23709,23751728,23751303,,,
23710,23752848,23752304,,,
23711,23753775,23753305,,,
23712,23754804,23754305,,,
23713,23755790,23755305,,,
23714,23756803,23756306,,,
23715,23757787,23757306,,,
23716,23758837,23758307,,,
23717,23759806,23759307,,,
23718,23760828,23760308,,,
23719,23761841,23761308,,,
23720,23762847,23762309,,,
23721,23763777,23763309,,,
23722,23764789,23764310,,,
23723,23765840,23765310,,,
23724,23766841,23766310,,,
23725,23767810,23767311,,,
23726,23768886,23768311,,,
23727,23769778,23769312,,,
23728,23770722,23770313,,,
23729,23771730,23771314,,,
23730,23772776,23772314,,,
23731,23773861,23773315,,,
23732,23774721,23774315,,,
23733,23775730,23775315,,,
23734,23776723,23776316,,,
23735,23777798,23777316,,,
23736,23778939,23778317,,,
23737,23779784,23779317,,,
23738,23780734,23780318,,,
23739,23781754,23781318,,,
23740,23782775,23782319,,,
23741,23783780,23783319,,,
23742,23784741,23784320,,,
23743,23785863,23785320,,,
23744,23786854,23786320,,,
23745,23787864,23787322,,,
23746,23788843,23788322,,,
23747,23789904,23789323,,,
23748,23790862,23790323,,,
23749,23791858,23791324,,,
23750,23792794,23792324,,,
23751,23793744,23793325,,,
23752,23794786,23794325,,,
23753,23795935,23795325,,,
23754,23796944,23796326,,,
23755,23797860,23797326,,,
23756,23798988,23798327,,,
23757,23799943,23799327,,,
23758,23800816,23800328,,,
23759,23801776,23801328,,,
23760,23802959,23802329,,,
23761,23804012,23803329,,,
23762,23804856,23804329,,,
23763,23805755,23805331,,,
23764,23806855,23806331,,,
23765,23807856,23807332,,,
23766,23808920,23808332,,,
23767,23809885,23809333,,,
23768,23810875,23810333,,,
23769,23811846,23811334,,,
23770,23812865,23812334,,,
23771,23813861,23813335,,,
23772,23814842,23814335,,,
23773,23815868,23815335,,,
23774,23816862,23816336,,,
23775,23817865,23817336,,,
23776,23819003,23818337,,,
23777,23819875,23819337,,,
23778,23820754,23820338,,,
23779,23821911,23821338,,,
23780,23822788,23822339,,,
23781,23823951,23823340,,,
23782,23824841,23824340,,,
23783,23825786,23825341,,,
23784,23826790,23826341,,,
23785,23827972,23827342,,,
23786,23828879,23828342,,,
23787,23829797,23829343,,,
23788,23830952,23830343,,,
23789,23831766,23831344,,,
23790,23832860,23832344,,,
23791,23833984,23833345,,,
23792,23834829,23834345,,,
23793,23835881,23835345,,,
23794,23836914,23836346,,,
23795,23838012,23837346,,,
23796,23838870,23838347,,,
23797,23839763,23839347,,,
23798,23840822,23840348,,,
23799,23841891,23841349,,,
23800,23842957,23842350,,,
23801,23843864,23843350,,,
23802,23844764,23844350,,,
23803,23845839,23845351,,,
23804,23846842,23846351,,,
23805,23847838,23847352,,,
23806,23848854,23848352,,,
23807,23849889,23849353,,,
23808,23850829,23850353,,,
23809,23851831,23851354,,,
23810,23852766,23852354,,,
23811,23853898,23853355,,,
23812,23854881,23854355,,,
23813,23855795,23855355,,,
23814,23856987,23856356,,,
23815,23857999,23857356,,,
23816,23858828,23858357,,,
23817,23859792,23859358,,,
23818,23860781,23860359,,,
23819,23861790,23861359,,,
23820,23862804,23862360,,,
23821,23863796,23863360,,,
23822,23864828,23864360,,,
23823,23865807,23865361,,,
23824,23866831,23866361,,,
23825,23867891,23867362,,,
23826,23868910,23868362,,,
23827,23869860,23869363,,,
23828,23870850,23870363,,,
23829,23871912,23871364,,,
23830,23872850,23872364,,,
23831,23873810,23873364,,,
23832,23874852,23874365,,,
23833,23875804,23875365,,,
23834,23876782,23876367,,,
23835,23877812,23877367,,,
23836,23878812,23878368,,,
23837,23879906,23879368,,,
23838,23880853,23880369,,,
23839,23881796,23881369,,,
23840,23882876,23882370,,,
23841,23883849,23883370,,,
23842,23884806,23884370,,,
23843,23885842,23885371,,,
23844,23886799,23886371,,,
23845,23887826,23887372,,,
23846,23888843,23888372,,,
23847,23889861,23889373,,,
23848,23890789,23890373,,,
23849,23891800,23891374,,,
23850,23892864,23892374,,,
23851,23893865,23893374,,,
23852,23894872,23894376,,,
23853,23895906,23895376,,,
23854,23896872,23896377,,,
23855,23897864,23897377,,,
23856,23898796,23898378,,,
23857,23899885,23899378,,,
23858,23900883,23900379,,,
23859,23901928,23901379,,,
23860,23902884,23902380,,,
23861,23903886,23903380,,,
23862,23904929,23904380,,,
23863,23905889,23905381,,,
23864,23906927,23906381,,,
23865,23907867,23907382,,,
23866,23908874,23908382,,,
23867,23909906,23909383,,,
23868,23910906,23910383,,,
23869,23911808,23911384,,,
23870,23912810,23912385,,,
23871,23913924,23913385,,,
23872,23914852,23914386,,,
23873,23915816,23915386,,,
23874,23916827,23916387,,,
23875,23917875,23917387,,,
23876,23918801,23918388,,,
23877,23919819,23919388,,,
23878,23920823,23920389,,,
23879,23921832,23921389,,,
23880,23922846,23922390,,,
23881,23923801,23923390,,,
23882,23924870,23924390,,,
23883,23925809,23925391,,,
23884,23926817,23926391,,,
23885,23927852,23927392,,,
23886,23928869,23928392,,,
23887,23929829,23929393,,,
23888,23930849,23930394,,,
23889,23931811,23931395,,,
23890,23932873,23932395,,,
23891,23933811,23933395,,,
23892,23934856,23934396,,,
23893,23935866,23935396,,,
23894,23936823,23936397,,,
23895,23937823,23937397,,,
23896,23938876,23938398,,,
23897,23939805,23939398,,,
23898,23940813,23940399,,,
23899,23941817,23941399,,,
23900,23942872,23942400,,,
23901,23943820,23943400,,,
23902,23944820,23944400,,,
23903,23945862,23945401,,,
23904,23946819,23946401,,,
23905,23947830,23947402,,,
23906,23948833,23948403,,,
23907,23949865,23949404,,,
23908,23950825,23950404,,,
23909,23952074,23951405,,,
23910,23952830,23952405,,,
23911,23953885,23953405,,,
23912,23954821,23954406,,,
23913,23955824,23955406,,,
23914,23956869,23956407,,,
23915,23957866,23957407,,,
23916,23958835,23958408,,,
23917,23959888,23959408,,,
23918,23960879,23960409,,,
23919,23961828,23961409,,,
23920,23962818,23962409,,,
23921,23963839,23963410,,,
23922,23964850,23964410,,,
23923,23965826,23965412,,,
23924,23966870,23966412,,,
23925,23967821,23967413,,,
23926,23968841,23968413,,,
23927,23969841,23969414,,,
23928,23970872,23970414,,,
23929,23971854,23971415,,,
23930,23972876,23972415,,,
23931,23973874,23973415,,,
23932,23974875,23974416,,,
23933,23975826,23975416,,,
23934,23976853,23976417,,,
23935,23977893,23977417,,,
23936,23978880,23978418,,,
23937,23980050,23979418,,,
23938,23980900,23980419,,,
23939,23981828,23981419,,,
23940,23982840,23982419,,,
23941,23983842,23983421,,,
23942,23984835,23984421,,,
23943,23985839,23985422,,,
23944,23986826,23986422,,,
23945,23987881,23987423,,,
23946,23988858,23988423,,,
23947,23989884,23989424,,,
23948,23990839,23990424,,,
23949,23991889,23991425,,,
23950,23992846,23992425,,,
23951,23993849,23993425,,,
23952,23994890,23994426,,,
23953,23995912,23995426,,,
23954,23996849,23996427,,,
23955,23997859,23997427,,,
23956,23998912,23998428,,,
23957,23999892,23999428,,,
23958,24000835,24000429,,,
23959,24001906,24001430,,,
23960,24002839,24002430,,,
23961,24003871,24003431,,,
23962,24004843,24004431,,,
23963,24005853,24005432,,,
23964,24006861,24006432,,,
23965,24007874,24007433,,,
23966,24008853,24008433,,,
23967,24009897,24009434,,,
23968,24010896,24010434,,,
23969,24011851,24011435,,,
23970,24012857,24012435,,,
23971,24013929,24013435,,,
23972,24014867,24014436,,,
23973,24015896,24015436,,,
23974,24016900,24016437,,,
23975,24017854,24017437,,,
23976,24018859,24018438,,,
23977,24019931,24019439,,,
23978,24020915,24020440,,,
23979,24021850,24021440,,,
23980,24022880,24022440,,,
23981,24023908,24023441,,,
23982,24024870,24024441,,,
23983,24025886,24025442,,,
23984,24026856,24026442,,,
23985,24027858,24027443,,,
23986,24028853,24028443,,,
23987,24029874,24029444,,,
23988,24030929,24030444,,,
23989,24031930,24031444,,,
23990,24032887,24032445,,,
23991,24033934,24033445,,,
23992,24034878,24034446,,,
23993,24035928,24035446,,,
23994,24036870,24036447,,,
23995,24037886,24037448,,,
23996,24038917,24038449,,,
23997,24039929,24039449,,,
23998,24040867,24040450,,,
23999,24041912,24041450,,,
24000,24042920,24042450,,,
24001,24043869,24043451,,,
24002,24044910,24044451,,,
24003,24045852,24045452,,,
24004,24046851,24046452,,,
24005,24047853,24047453,,,
24006,24048905,24048453,,,
24007,24049873,24049454,,,
24008,24051068,24050454,,,
24009,24051854,24051454,,,
24010,24052905,24052455,,,
24011,24054070,24053455,,,
24012,24054874,24054457,,,
24013,24055877,24055457,,,
24014,24056905,24056458,,,
