x,Ser Millis,PPS Millis,,,
51435,51491638,51491229,,,
51436,51492636,51492230,,,
51437,51493683,51493230,,,
51438,51494677,51494231,,,
51439,51495648,51495231,,,
51440,51496679,51496231,,,
51441,51497650,51497232,,,
51442,51498701,51498232,,,
51443,51499639,51499234,,,
51444,51500640,51500234,,,
51445,51501708,51501235,,,
51446,51502681,51502235,,,
51447,51503687,51503236,,,
51448,51504697,51504236,,,
51449,51505652,51505236,,,
51450,51506697,51506237,,,
51451,51507664,51507237,,,
51452,51508712,51508238,,,
51453,51509653,51509238,,,
51454,51510638,51510239,,,
51455,51511706,51511239,,,
51456,51512691,51512240,,,
51457,51513697,51513240,,,
51458,51514683,51514241,,,
51459,51515747,51515241,,,
51460,51516701,51516241,,,
51461,51517749,51517243,,,
51462,51518689,51518243,,,
51463,51519751,51519244,,,
51464,51520696,51520244,,,
51465,51521708,51521245,,,
51466,51522757,51522245,,,
51467,51523748,51523246,,,
51468,51524711,51524246,,,
51469,51525755,51525246,,,
51470,51526725,51526247,,,
51471,51527768,51527247,,,
51472,51528709,51528248,,,
51473,51529755,51529248,,,
51474,51530759,51530249,,,
51475,51531721,51531249,,,
51476,51532833,51532250,,,
51477,51533790,51533250,,,
51478,51534698,51534251,,,
51479,51535783,51535251,,,
51480,51536835,51536252,,,
51481,51537802,51537253,,,
51482,51538837,51538253,,,
51483,51539789,51539254,,,
51484,51540847,51540254,,,
51485,51541805,51541255,,,
51486,51542800,51542255,,,
51487,51543805,51543256,,,
51488,51544850,51544256,,,
51489,51545854,51545256,,,
51490,51546843,51546257,,,
51491,51547805,51547257,,,
51492,51548724,51548258,,,
51493,51549865,51549258,,,
51494,51550766,51550259,,,
51495,51551791,51551259,,,
51496,51552793,51552260,,,
51497,51553810,51553260,,,
51498,51554839,51554260,,,
51499,51555808,51555262,,,
51500,51556795,51556262,,,
51501,51557775,51557263,,,
51502,51558813,51558263,,,
51503,51559773,51559264,,,
51504,51560721,51560264,,,
51505,51561780,51561265,,,
51506,51562779,51562265,,,
51507,51563723,51563266,,,
51508,51564812,51564266,,,
51509,51565773,51565266,,,
51510,51566776,51566267,,,
51511,51567781,51567267,,,
51512,51568768,51568268,,,
51513,51569742,51569268,,,
51514,51570780,51570269,,,
51515,51571780,51571269,,,
51516,51572728,51572270,,,
51517,51573783,51573271,,,
51518,51574814,51574272,,,
51519,51575785,51575272,,,
51520,51576786,51576272,,,
51521,51577729,51577273,,,
51522,51578788,51578273,,,
51523,51579763,51579274,,,
51524,51580789,51580274,,,
51525,51581735,51581275,,,
51526,51582750,51582275,,,
51527,51583803,51583276,,,
51528,51584815,51584276,,,
51529,51585741,51585276,,,
51530,51586800,51586277,,,
51531,51587790,51587277,,,
51532,51588868,51588278,,,
51533,51589733,51589278,,,
51534,51590745,51590279,,,
51535,51591794,51591279,,,
51536,51592792,51592281,,,
51537,51593730,51593281,,,
51538,51594752,51594281,,,
51539,51595750,51595282,,,
51540,51596793,51596282,,,
51541,51597743,51597283,,,
51542,51598751,51598283,,,
51543,51599802,51599284,,,
51544,51600806,51600284,,,
51545,51601752,51601285,,,
51546,51602794,51602285,,,
51547,51603752,51603286,,,
51548,51604787,51604286,,,
51549,51605742,51605286,,,
51550,51606739,51606287,,,
51551,51607767,51607287,,,
51552,51608803,51608288,,,
51553,51609817,51609288,,,
51554,51610802,51610289,,,
51555,51611769,51611290,,,
51556,51612800,51612291,,,
51557,51613746,51613291,,,
51558,51614797,51614291,,,
51559,51615764,51615292,,,
51560,51616752,51616292,,,
51561,51617805,51617293,,,
51562,51618754,51618293,,,
51563,51619755,51619294,,,
51564,51620755,51620294,,,
51565,51621821,51621295,,,
51566,51622768,51622295,,,
51567,51623810,51623296,,,
51568,51624758,51624296,,,
51569,51625807,51625296,,,
51570,51626749,51626297,,,
51571,51627765,51627297,,,
51572,51628786,51628298,,,
51573,51629804,51629299,,,
51574,51630760,51630300,,,
51575,51631806,51631300,,,
51576,51632762,51632301,,,
51577,51633826,51633301,,,
51578,51634763,51634301,,,
51579,51635813,51635302,,,
51580,51636804,51636302,,,
51581,51637763,51637303,,,
51582,51638822,51638303,,,
51583,51639788,51639304,,,
51584,51640770,51640304,,,
51585,51641756,51641305,,,
51586,51642810,51642305,,,
51587,51643777,51643305,,,
51588,51644818,51644306,,,
51589,51645777,51645306,,,
51590,51646820,51646307,,,
51591,51647772,51647307,,,
51592,51648771,51648309,,,
51593,51649779,51649309,,,
51594,51650825,51650310,,,
51595,51651842,51651310,,,
51596,51652825,51652311,,,
51597,51653784,51653311,,,
51598,51654785,51654311,,,
51599,51655814,51655312,,,
51600,51656839,51656312,,,
51601,51657763,51657313,,,
51602,51658772,51658313,,,
51603,51659771,51659314,,,
51604,51660825,51660314,,,
51605,51661779,51661315,,,
51606,51662780,51662315,,,
51607,51663841,51663315,,,
51608,51664787,51664316,,,
51609,51665818,51665316,,,
51610,51666787,51666318,,,
51611,51667831,51667318,,,
51612,51668832,51668319,,,
51613,51669785,51669319,,,
51614,51670765,51670320,,,
51615,51671822,51671320,,,
51616,51672821,51672321,,,
51617,51673820,51673321,,,
51618,51674801,51674321,,,
51619,51675805,51675322,,,
51620,51676829,51676322,,,
51621,51677837,51677323,,,
51622,51678781,51678323,,,
51623,51679837,51679324,,,
51624,51680781,51680324,,,
51625,51681847,51681325,,,
51626,51682839,51682325,,,
51627,51683776,51683325,,,
51628,51684829,51684326,,,
51629,51685795,51685327,,,
51630,51686816,51686328,,,
51631,51687781,51687328,,,
51632,51688781,51688329,,,
51633,51689840,51689329,,,
51634,51690787,51690330,,,
51635,51691789,51691330,,,
51636,51692844,51692331,,,
51637,51693844,51693331,,,
51638,51694844,51694331,,,
51639,51695782,51695332,,,
51640,51696777,51696332,,,
51641,51697846,51697333,,,
51642,51698822,51698333,,,
51643,51699808,51699334,,,
51644,51700784,51700334,,,
51645,51701795,51701335,,,
51646,51702821,51702335,,,
51647,51703780,51703335,,,
51648,51704770,51704337,,,
51649,51705828,51705337,,,
51650,51706846,51706338,,,
51651,51707801,51707338,,,
51652,51708924,51708339,,,
51653,51709794,51709339,,,
51654,51710924,51710340,,,
51655,51711806,51711340,,,
51656,51712794,51712340,,,
51657,51713850,51713341,,,
51658,51714848,51714341,,,
51659,51715848,51715342,,,
51660,51716848,51716342,,,
51661,51717816,51717343,,,
51662,51718840,51718343,,,
51663,51719797,51719344,,,
51664,51720842,51720344,,,
51665,51721809,51721345,,,
51666,51722799,51722346,,,
51667,51723864,51723346,,,
51668,51724800,51724347,,,
51669,51725802,51725347,,,
51670,51726795,51726348,,,
51671,51727857,51727348,,,
51672,51728804,51728349,,,
51673,51729853,51729349,,,
51674,51730797,51730350,,,
51675,51731849,51731350,,,
51676,51732794,51732350,,,
51677,51733814,51733351,,,
51678,51734849,51734351,,,
51679,51735863,51735352,,,
51680,51736796,51736352,,,
51681,51737839,51737353,,,
51682,51738806,51738353,,,
51683,51739850,51739354,,,
51684,51740788,51740354,,,
51685,51741847,51741356,,,
51686,51742852,51742356,,,
51687,51743798,51743356,,,
51688,51744848,51744357,,,
51689,51745805,51745357,,,
51690,51746788,51746358,,,
51691,51747810,51747358,,,
51692,51748833,51748359,,,
51693,51749789,51749359,,,
51694,51750834,51750360,,,
51695,51751783,51751360,,,
51696,51752855,51752360,,,
51697,51753812,51753361,,,
51698,51754804,51754361,,,
51699,51755792,51755362,,,
51700,51756859,51756362,,,
51701,51757877,51757363,,,
51702,51758864,51758363,,,
51703,51759826,51759365,,,
51704,51760832,51760365,,,
51705,51761875,51761366,,,
51706,51762947,51762366,,,
51707,51763815,51763366,,,
51708,51764814,51764367,,,
51709,51765838,51765367,,,
51710,51766882,51766368,,,
51711,51767817,51767368,,,
51712,51768819,51768369,,,
51713,51769881,51769369,,,
51714,51770831,51770370,,,
51715,51771885,51771370,,,
51716,51772834,51772370,,,
51717,51773876,51773371,,,
51718,51774875,51774371,,,
51719,51775833,51775372,,,
51720,51776828,51776372,,,
51721,51777883,51777374,,,
51722,51778871,51778374,,,
51723,51779872,51779375,,,
51724,51780884,51780375,,,
51725,51781915,51781376,,,
51726,51782880,51782376,,,
51727,51783892,51783376,,,
51728,51784826,51784377,,,
51729,51785878,51785377,,,
51730,51786825,51786378,,,
51731,51787889,51787378,,,
51732,51788883,51788379,,,
51733,51789845,51789379,,,
51734,51790880,51790380,,,
51735,51791838,51791380,,,
51736,51792881,51792380,,,
51737,51793809,51793381,,,
51738,51794832,51794381,,,
51739,51795897,51795382,,,
51740,51796832,51796383,,,
51741,51797834,51797384,,,
51742,51798888,51798384,,,
51743,51799887,51799385,,,
51744,51800889,51800385,,,
51745,51801851,51801385,,,
51746,51802854,51802386,,,
51747,51803901,51803386,,,
51748,51804892,51804387,,,
51749,51805839,51805387,,,
51750,51806859,51806388,,,
51751,51807939,51807388,,,
51752,51808886,51808389,,,
51753,51809860,51809389,,,
51754,51810928,51810390,,,
51755,51811971,51811390,,,
51756,51812892,51812390,,,
51757,51813861,51813391,,,
51758,51814913,51814392,,,
51759,51815863,51815393,,,
51760,51816990,51816393,,,
51761,51817840,51817394,,,
51762,51818862,51818394,,,
51763,51819915,51819395,,,
51764,51820912,51820395,,,
51765,51821904,51821395,,,
51766,51822918,51822396,,,
51767,51823864,51823396,,,
51768,51824906,51824397,,,
51769,51825869,51825397,,,
51770,51826910,51826398,,,
51771,51827833,51827398,,,
51772,51828856,51828399,,,
51773,51829922,51829399,,,
51774,51830860,51830400,,,
51775,51831847,51831400,,,
51776,51832836,51832400,,,
51777,51833921,51833402,,,
51778,51834872,51834402,,,
51779,51835914,51835403,,,
51780,51836863,51836403,,,
51781,51837927,51837404,,,
51782,51838861,51838404,,,
51783,51839869,51839405,,,
51784,51840911,51840405,,,
51785,51841910,51841405,,,
51786,51842859,51842406,,,
51787,51843921,51843406,,,
51788,51844877,51844407,,,
51789,51845929,51845407,,,
51790,51846879,51846408,,,
51791,51847920,51847408,,,
51792,51848918,51848409,,,
51793,51849884,51849409,,,
51794,51850937,51850409,,,
51795,51851876,51851411,,,
51796,51852847,51852411,,,
51797,51853865,51853412,,,
51798,51854926,51854412,,,
51799,51855895,51855413,,,
51800,51856928,51856413,,,
51801,51857872,51857414,,,
51802,51858934,51858414,,,
51803,51859849,51859415,,,
51804,51860851,51860415,,,
51805,51861877,51861415,,,
51806,51862907,51862416,,,
51807,51863898,51863416,,,
51808,51864914,51864417,,,
51809,51865902,51865417,,,
51810,51866902,51866418,,,
51811,51867937,51867418,,,
51812,51868932,51868419,,,
51813,51869875,51869420,,,
51814,51870884,51870420,,,
51815,51871890,51871421,,,
51816,51872935,51872421,,,
51817,51873886,51873422,,,
51818,51874863,51874422,,,
51819,51875940,51875423,,,
51820,51876872,51876423,,,
51821,51877934,51877424,,,
51822,51878896,51878424,,,
51823,51879950,51879425,,,
51824,51880921,51880425,,,
51825,51881857,51881425,,,
51826,51882861,51882426,,,
51827,51883906,51883426,,,
51828,51884944,51884427,,,
51829,51886010,51885427,,,
51830,51886936,51886428,,,
51831,51887886,51887428,,,
51832,51888919,51888430,,,
51833,51889940,51889430,,,
51834,51890886,51890430,,,
51835,51891939,51891431,,,
51836,51892894,51892431,,,
51837,51893936,51893432,,,
51838,51894945,51894432,,,
51839,51895966,51895433,,,
51840,51897020,51896433,,,
51841,51897897,51897434,,,
51842,51898946,51898434,,,
51843,51899966,51899435,,,
51844,51900893,51900435,,,
51845,51902016,51901435,,,
51846,51902894,51902436,,,
51847,51903902,51903436,,,
51848,51904928,51904437,,,
51849,51905953,51905437,,,
51850,51906963,51906439,,,
51851,51907894,51907439,,,
51852,51908975,51908440,,,
51853,51909957,51909440,,,
51854,51910944,51910440,,,
51855,51911977,51911441,,,
51856,51912880,51912441,,,
51857,51913902,51913442,,,
51858,51915034,51914442,,,
51859,51915917,51915443,,,
51860,51916904,51916443,,,
51861,51917942,51917444,,,
51862,51918949,51918444,,,
51863,51919906,51919444,,,
51864,51920939,51920445,,,
51865,51921991,51921445,,,
51866,51923025,51922446,,,
51867,51923902,51923446,,,
51868,51924896,51924447,,,
51869,51925943,51925448,,,
51870,51926938,51926449,,,
51871,51927948,51927449,,,
51872,51928961,51928450,,,
51873,51929910,51929450,,,
51874,51930953,51930450,,,
51875,51931911,51931451,,,
51876,51932955,51932451,,,
51877,51933915,51933452,,,
51878,51934885,51934452,,,
51879,51935936,51935453,,,
51880,51936878,51936453,,,
51881,51937902,51937454,,,
51882,51938893,51938454,,,
51883,51939969,51939454,,,
51884,51940911,51940455,,,
51885,51941969,51941455,,,
51886,51942906,51942456,,,
51887,51943961,51943457,,,
51888,51944906,51944458,,,
51889,51945929,51945458,,,
51890,51946959,51946459,,,
51891,51947963,51947459,,,
51892,51948913,51948460,,,
51893,51949960,51949460,,,
51894,51950909,51950460,,,
51895,51951970,51951461,,,
51896,51952983,51952461,,,
51897,51953957,51953462,,,
51898,51954951,51954462,,,
51899,51955906,51955463,,,
51900,51957036,51956463,,,
51901,51958008,51957464,,,
51902,51958910,51958464,,,
51903,51959911,51959464,,,
51904,51960964,51960465,,,
51905,51961918,51961466,,,
51906,51962962,51962467,,,
51907,51963924,51963467,,,
51908,51964963,51964468,,,
51909,51965914,51965468,,,
51910,51966915,51966469,,,
51911,51967930,51967469,,,
51912,51969039,51968470,,,
51913,51969994,51969470,,,
51914,51971139,51970470,,,
51915,51972002,51971471,,,
51916,51973006,51972471,,,
51917,51974052,51973472,,,
51918,51975053,51974472,,,
51919,51976013,51975473,,,
51920,51976945,51976473,,,
51921,51978009,51977474,,,
51922,51979056,51978474,,,
51923,51980003,51979475,,,
51924,51981012,51980476,,,
51925,51981965,51981476,,,
51926,51982939,51982477,,,
51927,51983894,51983477,,,
51928,51984913,51984478,,,
51929,51985949,51985478,,,
51930,51986949,51986479,,,
51931,51987916,51987479,,,
51932,51988907,51988480,,,
51933,51989950,51989480,,,
51934,51990952,51990480,,,
51935,51991950,51991481,,,
51936,51992949,51992481,,,
51937,51993964,51993482,,,
51938,51994950,51994482,,,
51939,51995955,51995483,,,
51940,51996899,51996483,,,
51941,51997944,51997484,,,
51942,51998901,51998485,,,
51943,51999964,51999485,,,
51944,52000949,52000486,,,
51945,52001897,52001486,,,
51946,52002972,52002487,,,
51947,52003946,52003487,,,
51948,52004910,52004488,,,
51949,52005911,52005488,,,
51950,52006921,52006489,,,
51951,52007957,52007489,,,
51952,52008901,52008489,,,
51953,52009899,52009490,,,
51954,52010950,52010490,,,
51955,52011970,52011491,,,
51956,52012580,52012491,,,
51957,52013574,52013492,,,
51958,52014571,52014492,,,
51959,52015582,52015493,,,
51960,52016582,52016494,,,
51961,52017570,52017495,,,
51962,52018574,52018495,,,
51963,52019578,52019495,,,
51964,52020584,52020496,,,
51965,52021580,52021496,,,
51966,52022576,52022497,,,
51967,52023597,52023497,,,
51968,52024590,52024498,,,
51969,52025589,52025498,,,
51970,52026583,52026499,,,
51971,52027576,52027499,,,
51972,52028599,52028499,,,
51973,52029579,52029500,,,
51974,52030590,52030500,,,
51975,52031589,52031501,,,
51976,52032590,52032501,,,
51977,52033581,52033502,,,
51978,52034581,52034502,,,
51979,52035590,52035504,,,
51980,52036593,52036504,,,
51981,52037578,52037505,,,
51982,52038593,52038505,,,
51983,52039585,52039505,,,
51984,52040587,52040506,,,
51985,52041607,52041506,,,
51986,52042587,52042507,,,
51987,52043588,52043507,,,
51988,52044918,52044508,,,
51989,52045969,52045508,,,
51990,52046974,52046509,,,
51991,52047937,52047509,,,
51992,52048919,52048509,,,
51993,52049977,52049510,,,
51994,52050920,52050510,,,
51995,52051933,52051511,,,
51996,52052970,52052511,,,
51997,52053954,52053513,,,
51998,52054899,52054513,,,
51999,52055954,52055514,,,
52000,52056961,52056514,,,
52001,52057975,52057515,,,
52002,52058917,52058515,,,
52003,52059988,52059515,,,
52004,52060960,52060516,,,
52005,52061930,52061516,,,
52006,52062995,52062517,,,
52007,52063944,52063517,,,
52008,52064941,52064518,,,
52009,52065954,52065518,,,
52010,52066976,52066519,,,
52011,52067996,52067519,,,
52012,52068954,52068519,,,
52013,52069897,52069520,,,
52014,52070960,52070520,,,
52015,52071926,52071521,,,
52016,52072928,52072522,,,
52017,52073938,52073523,,,
52018,52074976,52074523,,,
52019,52075999,52075524,,,
52020,52076956,52076524,,,
52021,52077977,52077524,,,
52022,52078908,52078525,,,
52023,52079981,52079525,,,
52024,52081006,52080526,,,
52025,52081894,52081526,,,
52026,52082956,52082527,,,
52027,52083947,52083527,,,
52028,52084982,52084528,,,
52029,52085927,52085528,,,
52030,52086939,52086529,,,
52031,52087991,52087529,,,
52032,52088999,52088529,,,
52033,52089964,52089530,,,
52034,52090943,52090531,,,
52035,52091993,52091532,,,
52036,52093019,52092532,,,
52037,52093976,52093533,,,
52038,52094951,52094533,,,
52039,52096007,52095534,,,
52040,52097018,52096534,,,
52041,52097995,52097534,,,
52042,52098999,52098535,,,
52043,52099993,52099535,,,
52044,52101008,52100536,,,
52045,52102027,52101536,,,
52046,52102947,52102537,,,
52047,52104020,52103537,,,
52048,52104928,52104538,,,
52049,52106000,52105538,,,
52050,52107024,52106539,,,
52051,52107983,52107539,,,
52052,52109021,52108540,,,
52053,52110004,52109541,,,
52054,52110960,52110541,,,
52055,52111912,52111542,,,
52056,52112971,52112542,,,
52057,52113976,52113543,,,
52058,52114972,52114543,,,
52059,52115973,52115544,,,
52060,52116964,52116544,,,
52061,52117968,52117544,,,
52062,52119029,52118545,,,
52063,52119956,52119545,,,
52064,52120971,52120546,,,
52065,52122037,52121546,,,
52066,52122958,52122547,,,
52067,52123907,52123547,,,
52068,52124907,52124548,,,
52069,52125939,52125548,,,
52070,52126974,52126550,,,
52071,52127931,52127550,,,
52072,52128928,52128550,,,
52073,52130020,52129551,,,
52074,52131032,52130551,,,
52075,52132048,52131552,,,
52076,52132967,52132552,,,
52077,52133982,52133553,,,
52078,52135015,52134553,,,
52079,52135964,52135554,,,
52080,52136964,52136554,,,
52081,52138029,52137554,,,
52082,52139027,52138555,,,
52083,52140016,52139555,,,
52084,52141015,52140556,,,
52085,52142040,52141556,,,
52086,52142978,52142557,,,
52087,52143948,52143557,,,
52088,52144980,52144558,,,
52089,52145929,52145559,,,
52090,52146927,52146560,,,
52091,52147984,52147560,,,
52092,52148930,52148560,,,
52093,52149927,52149561,,,
52094,52150933,52150561,,,
52095,52151977,52151562,,,
52096,52153031,52152562,,,
52097,52153940,52153563,,,
52098,52154942,52154563,,,
52099,52155987,52155564,,,
52100,52156938,52156564,,,
52101,52158008,52157564,,,
52102,52158987,52158565,,,
52103,52159989,52159565,,,
52104,52160926,52160566,,,
52105,52162000,52161566,,,
52106,52162990,52162567,,,
52107,52164049,52163568,,,
52108,52164937,52164569,,,
52109,52165992,52165569,,,
52110,52166992,52166569,,,
52111,52167953,52167570,,,
52112,52168983,52168570,,,
52113,52169960,52169571,,,
52114,52170930,52170571,,,
52115,52171940,52171572,,,
52116,52173052,52172572,,,
52117,52173996,52173573,,,
52118,52174954,52174573,,,
52119,52175941,52175574,,,
52120,52176995,52176574,,,
52121,52177998,52177574,,,
52122,52179008,52178575,,,
52123,52179942,52179575,,,
52124,52180988,52180576,,,
52125,52181988,52181577,,,
52126,52182990,52182578,,,
52127,52183997,52183578,,,
52128,52185005,52184579,,,
52129,52185990,52185579,,,
52130,52186994,52186579,,,
52131,52187944,52187580,,,
52132,52188944,52188580,,,
52133,52189941,52189581,,,
52134,52190996,52190581,,,
52135,52191943,52191582,,,
52136,52193008,52192582,,,
52137,52194055,52193583,,,
52138,52195045,52194583,,,
52139,52196013,52195584,,,
52140,52197012,52196584,,,
52141,52198056,52197584,,,
52142,52199057,52198585,,,
52143,52200015,52199586,,,
52144,52200981,52200587,,,
52145,52201984,52201587,,,
52146,52203036,52202588,,,
52147,52204047,52203588,,,
52148,52205023,52204589,,,
52149,52206029,52205589,,,
52150,52207026,52206589,,,
52151,52208025,52207590,,,
52152,52209026,52208590,,,
52153,52210064,52209591,,,
52154,52210976,52210591,,,
52155,52212029,52211592,,,
52156,52213029,52212592,,,
52157,52213968,52213593,,,
52158,52215031,52214593,,,
52159,52216048,52215593,,,
52160,52217008,52216594,,,
52161,52218003,52217594,,,
52162,52218982,52218596,,,
52163,52220055,52219596,,,
52164,52220990,52220597,,,
52165,52221950,52221597,,,
52166,52222939,52222598,,,
52167,52223979,52223598,,,
52168,52224990,52224599,,,
52169,52225936,52225599,,,
52170,52226990,52226599,,,
52171,52228000,52227600,,,
52172,52228990,52228600,,,
52173,52229992,52229601,,,
52174,52230939,52230601,,,
52175,52231951,52231602,,,
52176,52232993,52232602,,,
52177,52233934,52233603,,,
52178,52234942,52234603,,,
52179,52235994,52235603,,,
52180,52236985,52236605,,,
52181,52237998,52237605,,,
52182,52238960,52238606,,,
52183,52239966,52239606,,,
52184,52241004,52240607,,,
52185,52241951,52241607,,,
52186,52242952,52242608,,,
52187,52243963,52243608,,,
52188,52244997,52244609,,,
52189,52246018,52245609,,,
52190,52247009,52246609,,,
52191,52248009,52247610,,,
52192,52249007,52248610,,,
52193,52249956,52249611,,,
52194,52251016,52250611,,,
52195,52252015,52251612,,,
52196,52252956,52252612,,,
52197,52254007,52253613,,,
52198,52254954,52254614,,,
52199,52255954,52255614,,,
52200,52256955,52256615,,,
52201,52258019,52257615,,,
52202,52259009,52258616,,,
52203,52259965,52259616,,,
52204,52260957,52260617,,,
52205,52262002,52261617,,,
52206,52262958,52262618,,,
52207,52263980,52263618,,,
52208,52264970,52264619,,,
52209,52266010,52265619,,,
52210,52266967,52266619,,,
52211,52268012,52267620,,,
52212,52269015,52268620,,,
52213,52270036,52269621,,,
52214,52270994,52270621,,,
52215,52272045,52271622,,,
52216,52273029,52272622,,,
52217,52274023,52273624,,,
52218,52275045,52274624,,,
52219,52275992,52275624,,,
52220,52276971,52276625,,,
52221,52277996,52277625,,,
52222,52279025,52278626,,,
52223,52280029,52279626,,,
52224,52280968,52280627,,,
52225,52281962,52281627,,,
52226,52283025,52282628,,,
52227,52283976,52283628,,,
52228,52284989,52284628,,,
52229,52286038,52285629,,,
52230,52287036,52286629,,,
52231,52288071,52287630,,,
52232,52289084,52288630,,,
52233,52290079,52289631,,,
52234,52291037,52290631,,,
52235,52292088,52291633,,,
52236,52293086,52292633,,,
52237,52294035,52293634,,,
52238,52295081,52294634,,,
52239,52296045,52295634,,,
52240,52297086,52296635,,,
52241,52298037,52297635,,,
52242,52299039,52298636,,,
52243,52300093,52299636,,,
52244,52301091,52300637,,,
52245,52302056,52301637,,,
52246,52303038,52302638,,,
52247,52304092,52303638,,,
52248,52305090,52304638,,,
52249,52306059,52305639,,,
52250,52307049,52306639,,,
52251,52308037,52307640,,,
52252,52309096,52308640,,,
52253,52310089,52309641,,,
52254,52311097,52310642,,,
52255,52312083,52311643,,,
52256,52313088,52312643,,,
52257,52314089,52313644,,,
52258,52315041,52314644,,,
52259,52316067,52315644,,,
52260,52317085,52316645,,,
52261,52318106,52317645,,,
52262,52319088,52318646,,,
52263,52320055,52319646,,,
52264,52321095,52320647,,,
52265,52322114,52321647,,,
52266,52323033,52322648,,,
52267,52324023,52323648,,,
52268,52325052,52324648,,,
52269,52326080,52325649,,,
52270,52327028,52326649,,,
52271,52328044,52327650,,,
52272,52329058,52328651,,,
52273,52330120,52329652,,,
52274,52331103,52330652,,,
52275,52332050,52331653,,,
52276,52333093,52332653,,,
52277,52334102,52333654,,,
52278,52335098,52334654,,,
52279,52336082,52335654,,,
52280,52337038,52336655,,,
52281,52338058,52337655,,,
52282,52339123,52338656,,,
52283,52340122,52339656,,,
52284,52341081,52340657,,,
52285,52342118,52341657,,,
52286,52343123,52342658,,,
52287,52344135,52343658,,,
52288,52345089,52344658,,,
52289,52346015,52345659,,,
52290,52347066,52346659,,,
52291,52348024,52347661,,,
52292,52349017,52348661,,,
52293,52350025,52349662,,,
52294,52351066,52350662,,,
52295,52352071,52351663,,,
52296,52353071,52352663,,,
52297,52354083,52353664,,,
52298,52355073,52354664,,,
52299,52356015,52355664,,,
52300,52357070,52356665,,,
52301,52358019,52357665,,,
52302,52359013,52358666,,,
52303,52360034,52359666,,,
52304,52361134,52360667,,,
52305,52362064,52361667,,,
52306,52363015,52362668,,,
52307,52364137,52363668,,,
52308,52365140,52364668,,,
52309,52366093,52365670,,,
52310,52367082,52366670,,,
52311,52368143,52367671,,,
52312,52369091,52368671,,,
52313,52370101,52369672,,,
52314,52371095,52370672,,,
52315,52372151,52371673,,,
52316,52373035,52372673,,,
52317,52374152,52373673,,,
52318,52375112,52374674,,,
52319,52376144,52375674,,,
52320,52377091,52376675,,,
52321,52378122,52377675,,,
52322,52379148,52378676,,,
52323,52380093,52379676,,,
52324,52381103,52380677,,,
52325,52382044,52381677,,,
52326,52383148,52382678,,,
52327,52384131,52383678,,,
52328,52385140,52384679,,,
52329,52386119,52385680,,,
52330,52387105,52386680,,,
52331,52388094,52387681,,,
52332,52389149,52388681,,,
52333,52390087,52389682,,,
52334,52391097,52390682,,,
52335,52392105,52391683,,,
52336,52393108,52392683,,,
52337,52394051,52393683,,,
52338,52395054,52394684,,,
52339,52396049,52395684,,,
52340,52397015,52396685,,,
52341,52398048,52397685,,,
52342,52399131,52398686,,,
52343,52400007,52399686,,,
52344,52401006,52400687,,,
52345,52402055,52401687,,,
52346,52403098,52402689,,,
52347,52404105,52403689,,,
52348,52405144,52404689,,,
52349,52406142,52405690,,,
52350,52407138,52406690,,,
52351,52408105,52407691,,,
52352,52409082,52408691,,,
52353,52410140,52409692,,,
52354,52411141,52410692,,,
52355,52412129,52411693,,,
52356,52413087,52412693,,,
52357,52414090,52413693,,,
52358,52415128,52414694,,,
52359,52416161,52415694,,,
52360,52417163,52416695,,,
52361,52418140,52417695,,,
52362,52419162,52418696,,,
52363,52420153,52419696,,,
52364,52421103,52420697,,,
52365,52422114,52421698,,,
52366,52423062,52422699,,,
52367,52424078,52423699,,,
52368,52425114,52424699,,,
52369,52426099,52425700,,,
52370,52427113,52426700,,,
52371,52428092,52427701,,,
52372,52429117,52428701,,,
52373,52430084,52429702,,,
52374,52431079,52430702,,,
52375,52432121,52431703,,,
52376,52433069,52432703,,,
52377,52434017,52433703,,,
52378,52435084,52434704,,,
52379,52436115,52435704,,,
52380,52437072,52436705,,,
52381,52438089,52437705,,,
52382,52439133,52438706,,,
52383,52440140,52439707,,,
52384,52441129,52440708,,,
52385,52442079,52441708,,,
52386,52443071,52442708,,,
52387,52444099,52443709,,,
52388,52445079,52444709,,,
52389,52446082,52445710,,,
52390,52447090,52446710,,,
52391,52448135,52447711,,,
52392,52449134,52448711,,,
52393,52450146,52449712,,,
52394,52451134,52450712,,,
52395,52452135,52451713,,,
52396,52453100,52452713,,,
52397,52454146,52453713,,,
52398,52455077,52454714,,,
52399,52456111,52455714,,,
52400,52457129,52456715,,,
52401,52458135,52457715,,,
52402,52459136,52458717,,,
52403,52460137,52459717,,,
52404,52461140,52460718,,,
52405,52462110,52461718,,,
52406,52463139,52462718,,,
52407,52464087,52463719,,,
52408,52465084,52464719,,,
52409,52466094,52465720,,,
52410,52467068,52466720,,,
52411,52468102,52467721,,,
52412,52469099,52468721,,,
52413,52470155,52469722,,,
52414,52471145,52470722,,,
52415,52472143,52471723,,,
52416,52473144,52472723,,,
52417,52474091,52473723,,,
52418,52475146,52474724,,,
52419,52476069,52475724,,,
52420,52477103,52476726,,,
52421,52478139,52477726,,,
52422,52479063,52478727,,,
52423,52480124,52479727,,,
52424,52481146,52480728,,,
52425,52482147,52481728,,,
52426,52483106,52482728,,,
52427,52484151,52483729,,,
52428,52485148,52484729,,,
52429,52486112,52485730,,,
52430,52487110,52486730,,,
52431,52488111,52487731,,,
52432,52489101,52488731,,,
