427,666
1427,1667
2425,2666
3425,3665
4424,4666
5424,5665
6422,6665
7422,7665
8422,8665
9420,9664
10421,10664
11420,11664
12419,12663
13417,13663
14416,14663
15414,15663
16412,16662
17411,17662
18409,18662
19407,19661
20405,20662
21405,21661
22405,22661
23402,23661
24402,24660
25403,25660
26402,26660
27403,27660
28401,28659
29400,29660
30399,30659
31399,31659
32399,32659
33398,33658
34397,34658
35397,35658
36396,36658
37395,37657
38394,38658
39396,39657
40397,40656
41398,41657
42396,42656
43396,43656
44398,44656
45396,45656
46397,46655
47395,47654
48395,48655
49394,49654
50394,50654
51394,51654
52392,52654
53393,53653
54392,54653
55391,55653
56390,56652
57390,57653
58389,58652
59387,59652
60390,60652
61389,61651
62390,62651
63390,63651
64392,64651
65391,65650
66392,66651
67393,67650
68395,68649
69394,69650
70395,70649
71395,71649
72396,72649
73398,73649
74398,74648
75399,75649
76399,76648
77401,77647
78400,78648
79400,79647
80402,80647
81403,81646
82404,82647
83405,83646
84407,84645
85409,85646
86409,86645
87411,87645
88411,88645
89411,89645
90413,90644
91413,91644
92413,92644
93414,93643
94416,94644
95416,95643
96416,96643
97417,97643
98418,98642
99417,99642
100418,100642
101419,101642
102419,102641
103418,103642
104421,104641
105420,105640
106422,106641
107422,107640
108423,108640
109423,109640
110424,110640
111424,111639
112424,112638
113425,113639
114424,114638
115425,115638
116423,116638
117424,117638
118423,118637
119424,119638
120424,120637
121423,121636
122424,122637
123424,123636
124425,124636
125423,125636
126424,126636
127424,127635
128424,128635
129424,129635
130425,130634
131426,131635
132424,132634
133427,133634
134425,134634
135427,135633
136426,136633
137426,137633
138426,138633
139426,139632
140427,140632
141426,141632
142426,142631
143425,143631
144422,144631
145421,145631
146419,146630
147416,147631
148414,148630
149413,149629
150414,150630
151414,151629
152413,152629
153414,153629
154415,154629
155414,155628
156414,156628
157414,157628
158414,158627
159414,159628
160415,160627
161415,161627
162415,162627
163416,163627
164416,164626
165414,165626
166416,166626
167415,167625
168416,168625
169414,169625
170415,170625
171413,171624
172412,172624
173414,173624
174411,174623
175411,175624
176410,176623
177410,177623
178409,178623
179406,179622
180408,180622
181406,181622
182407,182622
183406,183621
184406,184622
185404,185621
186404,186620
187405,187621
188403,188620
189405,189620
190402,190620
191401,191620
192400,192619
193401,193619
194400,194619
195398,195618
196399,196618
197397,197618
198397,198618
199397,199617
200396,200617
201395,201617
202393,202616
203394,203617
204392,204616
205391,205616
206391,206616
207390,207616
208389,208615
209389,209615
210388,210615
211389,211614
212388,212615
213389,213614
214388,214614
215387,215614
216387,216613
217387,217613
