999	1
1010	1
990	1
1052	1
937	1
1053	1
964	1
985	1
1004	0
997	1
992	0
1069	0
926	0
1057	0
960	0
997	0
1007	1
996	0
982	0
1057	0
961	0
991	0
1003	0
1012	1
990	0
1050	1
958	1
1055	1
939	1
981	1
997	0
1007	0
1059	1
963	1
1034	1
939	1
1000	1
1002	1
1003	1
991	1
1010	1
1062	1
945	1
993	1
987	1
1020	1
995	1
1034	1
1019	1
946	1
1004	1
977	1
1031	1
1023	1
947	1
1018	1
1011	1
956	1
1056	0
927	0
1011	0
1009	0
989	0
1000	0
990	0
998	0
982	0
1009	0
1060	0
990	0
938	0
1002	0
1006	0
1013	0
1032	0
953	0
1010	0
982	0
1002	0
1009	0
1040	0
949	0
996	0
1005	0
1003	0
1023	0
991	0
1005	0
993	0
1033	0
1045	0
950	1
1006	1
1002	1
988	1
1053	1
962	1
987	1
1005	1
1001	1
1009	1
1031	1
969	1
989	1
990	1
1018	1
991	1
1015	1
993	1
994	1
1012	1
985	1
1059	1
953	1
1049	1
940	1
1023	1
978	1
1053	1
938	1
1011	1
1002	1
1036	1
947	1
1002	1
1042	1
947	1
1014	1
1004	1
980	1
1000	1
1009	1
990	1
1054	1
962	1
1032	1
967	1
980	1
1004	1
1007	1
993	1
1068	1
944	1
1044	1
946	1
996	1
1000	1
1066	1
955	1
972	1
959	1
993	0
1005	0
1011	0
1032	0
949	0
1060	0
950	0
1006	0
982	0
1007	0
1010	0
1026	0
952	0
1054	0
941	0
1000	0
1019	0
1000	0
986	0
996	0
999	0
998	0
1010	0
1006	0
992	0
1045	0
950	0
1044	0
957	0
990	0
1001	0
1016	0
1033	0
948	0
1052	0
947	0
1019	0
998	0
1001	0
979	0
1020	0
999	0
1001	0
979	0
999	0
1018	0
1008	0
1026	0
1000	0
954	0
993	0
1018	0
1006	0
1025	0
958	0
1005	0
1010	0
980	0
1054	0
957	0
984	0
1015	0
1000	0
999	0
982	0
1018	0
984	0
995	0
1062	0
990	0
957	0
991	0
999	0
1016	0
1054	0
945	0
1001	0
999	0
1001	0
987	0
1063	0
989	0
940	0
1017	0
999	0
1012	0
979	0
997	0
992	0
1072	0
981	0
962	0
990	0
993	0
1020	0
1030	0
957	0
990	0
998	0
1019	0
999	0
1000	0
1053	0
987	0
939	0
1017	0
995	0
1011	0
988	0
996	0
996	0
996	0
1064	0
935	0
1044	0
949	0
1023	0
989	0
1045	0
951	0
1007	0
1001	0
990	0
999	0
1071	0
938	0
994	0
994	0
997	0
1019	0
1003	0
1001	0
980	0
1047	0
948	0
1070	0
938	0
989	0
1020	0
1007	0
987	0
1037	0
947	0
1019	0
984	0
1025	0
979	0
1043	0
956	0
999	0
1016	0
1004	0
980	0
1017	0
1043	0
947	0
1066	0
926	0
1016	0
982	0
1056	0
1010	1
1033	1
946	1
999	1
1001	1
1000	1
1001	1
1052	1
965	1
979	1
1002	1
1006	1
991	1
1016	1
998	1
1037	1
972	1
1027	1
948	1
1003	1
994	1
1000	1
1051	1
969	1
980	1
1062	1
936	1
1008	1
1044	1
965	1
982	1
1001	1
997	1
1008	1
1011	1
988	1
1018	1
1035	1
990	1
952	1
995	1
1019	1
987	1
1068	1
926	1
1026	1
994	1
1039	0
943	1
1066	1
944	1
982	1
1006	1
995	1
1009	1
994	1
995	1
999	1
1061	1
989	1
947	1
1005	1
1004	1
1010	1
1030	1
967	0
1001	1
990	1
1009	1
988	1
1044	1
969	1
988	1
1001	1
994	1
1002	1
991	1
1008	1
1010	1
1036	1
996	1
966	1
980	1
1010	1
989	1
1058	1
941	1
1019	1
990	1
988	1
1011	1
1048	1
942	1
1008	1
989	1
1009	1
1011	1
996	1
984	1
1019	1
997	1
999	1
1044	1
967	1
1045	1
924	1
1019	1
997	1
1046	1
946	1
993	1
1003	1
1058	1
948	1
989	1
1003	1
996	1
1023	1
977	1
1011	1
1006	1
991	1
988	1
1063	1
938	1
1053	1
946	1
1019	1
990	1
1007	1
999	1
1033	1
1020	1
992	1
937	1
1007	1
1035	1
956	1
1018	1
992	1
1009	1
980	1
1008	1
1010	1
1030	1
971	1
1033	1
944	1
1001	1
1000	1
996	1
1013	1
987	1
1055	1
995	1
1001	1
964	1
990	1
992	1
1011	1
989	0
1018	1
988	1
999	1
1004	1
1010	1
1045	1
965	1
1039	1
956	1
975	1
1010	1
989	1
1018	1
987	1
1049	1
1005	1
938	1
999	1
1000	1
998	1
1005	1
