985		999.0602778
1006		
984		
1016		
998		
1001		
997		
1001		
986		
1002		
1009		
1000		
1237		
998		
1053		
938		
993		
1006		
997		
1006		
1055		
990		
1008		
1001		
939		
1014		
985		
1005		
1008		
996		
998		
982		
999		
1010		
1006		
1032		
945		
1003		
999		
1009		
1007		
1032		
1002		
1013		
985		
967		
997		
997		
983		
1008		
1007		
1001		
1000		
990		
987		
1011		
1002		
1013		
997		
983		
1061		
937		
1049		
1017		
974		
1001		
953		
991		
1015		
1004		
998		
987		
991		
1018		
999		
986		
995		
998		
1023		
984		
1019		
1048		
920		
1070		
978		
998		
973		
990		
1001		
1052		
949		
984		
990		
1011		
1008		
988		
1010		
988		
1009		
992		
986		
991		
1057		
948		
1052		
1040		
992		
937		
997		
990		
1069		
940		
1002		
997		
994		
998		
1016		
994		
983		
999		
1021		
980		
1001		
1061		
954		
1034		
1000		
1005		
937		
1059		
712		
1024		
974		
1006		
993		
1016		
1001		
980		
1015		
989		
1016		
990		
1009		
997		
1008		
982		
1001		
1010		
1246		
1055		
1009		
979		
998		
1009		
949		
1010		
988		
1009		
989		
994		
995		
1008		
999		
991		
1008		
1061		
935		
1002		
991		
1019		
986		
1065		
985		
991		
999		
1000		
957		
1003		
1004		
990		
1012		
1001		
989		
966		
1034		
961		
1048		
974		
1010		
1009		
992		
990		
1069		
963		
997		
1019		
969		
957		
998		
1001		
1026		
996		
997		
971		
1034		
962		
1034		
1018		
997		
982		
1001		
1066		
929		
1060		
1004		
990		
1002		
1000		
948		
1004		
1000		
1007		
983		
1010		
999		
1000		
996		
1001		
983		
1009		
998		
1009		
1043		
937		
1063		
999		
997		
957		
990		
999		
1042		
1001		
966		
991		
988		
1020		
980		
1008		
992		
1012		
997		
997		
1015		
1052		
924		
1058		
997		
991		
948		
1007		
1024		
1044		
991		
940		
1010		
990		
991		
1015		
989		
1002		
1010		
989		
1009		
988		
1022		
944		
1055		
1010		
989		
962		
988		
990		
1049		
1040		
910		
1002		
1006		
999		
987		
1003		
998		
1010		
1004		
984		
998		
1070		
975		
999		
992		
997		
1027		
1021		
993		
1019		
952		
985		
988		
1009		
1007		
992		
1008		
981		
981		
1025		
984		
1000		
1056		
922		
1007		
998		
999		
1008		
1033		
999		
999		
1007		
992		
977		
988		
989		
1020		
972		
998		
1035		
985		
987		
999		
1051		
938		
1020		
978		
999		
1010		
1050		
1001		
999		
998		
992		
945		
1010		
1001		
1007		
982		
1010		
987		
1019		
982		
1027		
979		
999		
1009		
1000		
1036		
957		
1043		
996		
1018		
997		
981		
980		
967		
998		
1000		
1018		
999		
989		
1029		
964		
1035		
982		
985		
1008		
1007		
1031		
960		
1041		
989		
1031		
944		
989		
992		
1042		
1009		
963		
985		
1010		
980		
999		
1032		
973		
999		
991		
1015		
982		
1070		
939		
1040		
998		
1001		
951		
1016		
1000		
1029		
1001		
955		
1011		
998		
998		
990		
1018		
974		
1019		
997		
1007		
974		
1070		
929		
1068		
981		
1009		
948		
1008		
993		
1046		
1009		
947		
991		
998		
1010		
989		
1000		
1007		
1005		
991		
1001		
987		
1070		
967		
968		
1020		
980		
1050		
992		
1008		
989		
999		
957		
995		
1001		
1008		
1006		
980		
1008		
999		
992		
1008		
1008		
1051		
930		
999		
1017		
990		
1009		
1042		
1001		
997		
989		
1018		
937		
1000		
1010		
999		
984		
1012		
988		
1007		
1008		
997		
1050		
943		
988		
1018		
989		
997		
1053		
995		
1011		
981		
1018		
930		
998		
1008		
1005		
984		
1010		
999		
1008		
1003		
994		
1008		
988		
987		
1002		
1055		
956		
1033		
998		
1012		
996		
1013		
930		
998		
1018		
996		
983		
1008		
990		
1008		
990		
1000		
997		
1010		
1002		
1013		
1029		
947		
1055		
1013		
996		
955		
986		
993		
1049		
1015		
927		
1019		
979		
1000		
995		
1011		
991		
1018		
981		
1002		
1015		
1039		
989		
1029		
974		
995		
966		
1008		
973		
1050		
1005		
957		
983		
1010		
1006		
990		
1019		
974		
1000		
1007		
988		
1016		
1034		
948		
1051		
1010		
1007		
937		
1046		
945		
1052		
1009		
948		
990		
1018		
994		
1000		
991		
1008		
994		
1012		
992		
981		
1079		
942		
991		
1008		
1000		
1037		
1009		
1007		
997		
983		
967		
1011		
990		
988		
1001		
1016		
992		
1006		
989		
991		
997		
1052		
967		
984		
1028		
987		
1006		
1035		
992		
1016		
989		
990		
966		
1009		
982		
1018		
994		
975		
1006		
993		
1001		
1014		
1056		
928		
1016		
980		
1000		
999		
1070		
978		
1007		
992		
1000		
957		
1009		
982		
1004		
1000		
1011		
983		
1028		
970		
1006		
1000		
1004		
1010		
1030		
1046		
899		
1059		
991		
1000		
1022		
995		
938		
991		
997		
1012		
1008		
985		
1000		
989		
1010		
990		
1002		
1011		
991		
1022		
1042		
946		
1035		
997		
1001		
952		
1010		
989		
1056		
988		
946		
1002		
999		
1000		
1003		
1014		
987		
1011		
984		
991		
1013		
1041		
948		
1087		
978		
982		
995		
956		
998		
1057		
989		
947		
1020		
987		
1008		
1010		
981		
998		
1002		
988		
1009		
990		
1053		
947		
1064		
996		
997		
941		
997		
1011		
1076		
996		
917		
1037		
969		
1001		
1022		
986		
990		
1008		
990		
999		
1000		
1071		
925		
1009		
1035		
973		
1033		
990		
1008		
996		
992		
950		
1010		
989		
1004		
996		
999		
1006		
994		
995		
1016		
1011		
1043		
957		
973		
998		
1043		
986		
1042		
1018		
999		
1000		
974		
975		
999		
998		
1012		
993		
981		
1024		
981		
994		
1002		
1047		
955		
1014		
998		
979		
1020		
1041		
998		
995		
1005		
994		
956		
1009		
989		
997		
996		
1007		
1000		
1001		
1010		
986		
1000		
1001		
1009		
982		
1068		
940		
1043		
996		
1014		
984		
1009		
959		
981		
1036		
982		
998		
999		
989		
993		
1016		
1002		
981		
1016		
1008		
997		
1046		
938		
1047		
1001		
1012		
942		
991		
1012		
1030		
1000		
941		
1007		
1018		
991		
986		
1001		
999		
1005		
992		
1009		
1001		
1062		
930		
1048		
1002		
1007		
936		
1004		
1002		
1065		
989		
949		
992		
1001		
1023		
981		
995		
1001		
989		
1000		
1019		
997		
1031		
962		
1040		
1008		
1007		
930		
1026		
988		
1041		
999		
959		
1010		
989		
1001		
1000		
989		
986		
1038		
980		
1002		
1007		
1052		
939		
1000		
1002		
1010		
1031		
1014		
982		
997		
1001		
960		
986		
999		
1022		
999		
981		
1003		
1012		
998		
985		
1000		
1068		
939		
989		
995		
1001		
1026		
1027		
1009		
1009		
966		
1015		
958		
997		
1008		
992		
985		
1000		
1020		
1001		
1011		
979		
1028		
975		
978		
997		
1013		
988		
1055		
998		
985		
1019		
986		
974		
980		
987		
1017		
996		
987		
1002		
970		
1018		
1018		
989		
1020		
957		
1029		
1066		
928		
1047		
1016		
988		
997		
1021		
931		
1003		
1013		
952		
1028		
997		
971		
1018		
1011		
971		
1000		
995		
1026		
980		
1053		
957		
1050		
981		
1001		
950		
1011		
988		
1047		
996		
948		
999		
1009		
1037		
997		
1000		
979		
1002		
989		
1009		
1007		
1017		
946		
1079		
980		
992		
946		
1007		
1010		
1040		
1013		
927		
1019		
988		
998		
996		
1005		
998		
998		
988		
1010		
1009		
1037		
951		
1051		
993		
997		
987		
970		
998		
1047		
1029		
920		
1002		
1019		
997		
983		
999		
