1268,1268
2969,2387
3940,3386
4950,4387
5991,5386
6940,6387
7938,7386
8938,8385
9930,9386
10948,10385
11992,11386
12928,12385
13938,13385
14999,14385
15947,15385
16938,16385
17941,17384
18930,18384
19929,19384
20927,20384
21929,21384
22947,22384
23983,23383
24927,24383
25927,25383
26978,26382
27936,27383
28944,28382
29937,29383
30927,30382
31934,31381
32979,32382
33927,33381
34929,34382
36012,35381
36933,36381
37932,37381
38932,38380
39932,39381
40932,40380
41941,41380
42939,42380
43940,43380
44974,44379
45930,45380
46949,46379
48001,47379
48940,48379
49937,49378
50939,50379
51938,51378
52938,52379
53990,53378
54930,54377
55927,55378
56980,56377
57936,57378
58937,58377
59938,59377
60936,60377
61927,61376
62928,62376
63929,63376
64928,64376
65984,65376
66927,66376
67936,67375
68979,68375
69935,69375
70933,70375
71949,71375
72701,72374
73711,73375
74722,74374
75709,75373
76709,76374
77722,77373
78708,78374
79713,79373
80706,80373
81707,81373
82709,82373
83733,83373
84707,84372
85711,85372
86707,86372
87714,87372
88707,88371
89724,89372
90713,90371
91924,91371
92931,92371
93924,93370
94916,94371
95931,95370
96969,96370
97924,97370
98943,98369
99985,99370
100923,100369
101934,101369
102914,102369
103923,103369
104921,104369
105912,105369
106923,106368
107931,107368
108966,108368
109920,109367
110928,110368
111972,111367
112913,112368
113928,113367
114913,114366
115920,115367
116919,116366
117962,117367
118918,118366
119938,119366
120964,120366
121927,121365
122920,122365
123909,123365
124936,124365
125936,125365
126909,126365
127926,127364
128926,128364
129970,129364
130917,130364
131928,131364
132960,132363
133925,133364
134923,134363
135915,135362
136916,136363
137930,137362
138970,138363
139914,139362
140924,140362
141959,141362
142914,142362
143924,143361
144916,144361
145909,145361
146908,146361
147908,147361
148912,148360
149924,149361
150966,150360
151904,151359
152924,152360
153965,153359
154912,154360
155924,155359
156905,156359
157904,157359
158912,158358
159957,159358
160912,160358
161923,161358
162956,162358
163914,163358
164903,164357
165902,165357
166903,166357
167912,167357
168902,168357
169910,169356
170900,170357
171961,171356
172911,172356
173910,173356
174951,174355
175901,175356
176909,176355
177901,177355
178901,178355
179911,179355
180960,180354
181898,181354
182908,182354
183949,183354
184898,184354
185908,185353
186897,186354
187907,187353
188898,188352
189905,189353
190897,190352
191906,191353
192950,192352
193898,193352
194906,194352
195955,195351
196904,196351
197918,197351
198914,198351
199904,199351
200914,200351
201973,201350
203612,202351
204664,204349
205604,205350
206611,206349
207611,207350
208612,208349
209613,209349
210614,210349
211611,211348
212612,212348
213654,213348
214792,214467
215737,215466
216877,216585
217880,217585
218875,218585
219857,219585
220853,220585
221885,221585
222863,222584
223925,223584
224861,224584
225861,225583
226887,226584
227923,227583
228874,228583
229889,229583
230872,230582
231864,231583
232869,232582
233914,233582
234872,234582
235889,235582
236910,236581
237869,237581
238867,238581
239860,239581
240858,240581
241880,241580
242859,242581
243880,243580
244864,244579
245922,245580
246859,246579
247890,247580
248931,248579
249859,249579
250873,250579
